POW_SA2_CODE_2021,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
106031119,24,4,0,104,75,19,22,4,4,126,64,17,22,3,0,97,66,28,18,6,0,112,77,15,19,4,0,120,32,15,11,4,3,50,12,0,6,0,0,19,4,0,4,0,0,8,727,121,164,32,10,1058
106031120,12,3,0,75,60,15,18,3,0,99,70,5,9,3,0,98,70,13,11,9,0,106,47,24,17,0,3,88,15,11,10,4,0,42,3,4,3,0,0,14,0,0,0,0,0,4,671,91,131,38,13,947
106031121,76,15,6,624,587,102,82,6,0,784,598,80,86,15,10,787,583,69,84,23,7,772,454,76,82,19,3,634,182,46,53,12,4,300,50,28,33,4,0,116,22,15,18,13,0,76,5808,590,705,136,63,7303
106031122,38,3,13,1172,1166,44,54,5,7,1272,1125,52,23,5,4,1209,1006,71,33,3,5,1122,651,42,40,8,0,744,202,24,27,4,3,257,44,19,7,0,0,77,21,10,3,0,5,37,10794,393,328,57,55,11626
106031123,10,5,0,71,53,22,20,3,0,97,66,21,17,3,0,114,54,23,18,9,0,102,39,6,21,4,0,77,13,13,12,0,0,44,0,3,9,5,0,20,3,5,4,0,0,12,458,150,153,36,8,808
106031124,9,3,0,90,77,13,12,6,0,107,106,11,14,3,3,138,110,20,29,8,0,167,95,30,22,5,0,153,32,10,21,3,0,71,19,19,6,8,3,47,3,4,15,6,0,26,873,146,141,47,18,1222
106031125,43,8,0,764,711,53,41,14,0,815,684,46,42,4,0,777,532,36,43,9,0,627,299,28,43,8,5,384,102,16,23,7,3,150,26,14,18,9,0,60,5,14,3,7,0,31,6546,300,346,86,30,7307
106041126,19,0,0,944,849,31,30,4,5,918,853,39,28,5,6,935,775,24,20,6,3,824,423,15,21,6,8,473,168,13,13,6,0,206,32,7,7,7,0,55,15,3,9,8,3,33,8051,234,221,47,47,8603
106041127,4,0,0,237,225,16,11,3,0,254,201,14,11,9,0,235,185,14,17,9,3,225,122,5,12,16,3,149,39,4,12,8,0,62,15,0,3,7,3,29,6,0,13,16,0,38,1916,80,116,78,17,2206
106041128,23,8,5,285,261,27,15,3,3,310,220,29,22,0,0,281,218,22,17,4,4,264,179,19,25,9,0,233,78,17,16,3,0,113,20,8,8,8,3,39,7,3,6,8,3,25,2526,183,188,46,35,2989
106041129,22,5,3,218,143,25,33,10,6,216,167,12,37,11,0,233,153,18,44,21,3,238,122,26,42,27,5,228,82,17,39,44,0,183,22,18,24,38,4,95,10,10,22,35,0,81,1661,193,330,223,41,2442
107011131,76,8,0,528,388,39,49,13,0,489,387,41,55,7,5,501,363,23,44,10,0,445,250,24,32,6,4,315,96,18,23,9,0,142,24,11,10,8,0,57,12,7,7,4,0,30,4364,289,466,74,38,5228
107011132,20,3,0,139,164,20,17,0,0,199,123,5,19,0,0,146,104,10,18,4,5,138,69,13,19,4,5,103,27,0,5,3,0,26,3,0,0,0,0,4,0,0,0,0,0,3,1150,95,147,22,11,1423
107011133,4,0,3,381,503,10,5,0,0,520,552,5,0,0,0,564,555,7,4,0,0,566,378,6,6,0,0,387,96,6,0,0,0,100,20,0,0,0,0,18,0,4,0,4,0,9,3709,42,34,4,11,3793
107011134,43,11,6,1156,1049,84,50,7,10,1195,906,76,55,10,7,1056,964,93,47,12,5,1126,636,51,44,20,3,756,196,40,24,9,5,273,57,15,6,3,0,86,10,7,3,3,7,27,9449,577,426,83,63,10589
107011545,21,4,0,168,142,20,24,10,0,197,155,14,15,0,3,186,143,9,30,6,5,193,79,15,24,0,0,120,42,4,9,4,0,56,13,0,4,3,0,23,10,0,5,0,0,16,1428,127,190,38,12,1799
107011546,18,0,0,693,782,51,30,8,0,865,799,50,20,4,4,887,796,35,29,0,9,876,563,24,29,9,5,622,165,24,12,3,0,206,32,3,8,4,0,49,10,4,0,0,0,11,6883,306,244,40,36,7510
107011547,0,0,0,51,42,5,18,0,0,58,30,3,12,0,0,48,32,11,8,0,6,50,24,5,9,0,0,37,5,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,380,58,63,10,0,513
107021135,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,43
107031136,45,8,0,292,222,28,34,9,0,299,211,32,39,9,3,290,196,27,29,5,0,259,124,22,13,0,0,170,50,11,15,4,0,90,14,9,3,3,0,25,0,3,3,0,5,13,2366,244,347,61,12,3031
107031137,15,0,6,292,279,35,20,7,6,341,246,23,27,9,0,302,228,27,19,3,0,276,148,12,23,8,3,193,58,4,4,0,0,64,17,0,0,0,0,21,10,5,0,0,6,12,2752,189,169,33,28,3172
107031138,50,3,0,323,227,51,58,6,0,338,232,45,52,8,0,336,255,35,47,7,0,344,157,39,34,0,4,233,66,20,33,10,0,131,19,7,8,9,0,38,14,9,9,0,0,25,2578,309,409,53,13,3360
107031139,18,4,0,84,32,14,16,0,0,66,38,23,13,3,0,75,42,12,19,0,0,71,41,19,12,3,3,72,11,6,11,0,0,29,7,4,4,0,0,11,3,0,0,0,0,6,460,116,129,18,7,724
107031140,28,8,0,211,113,44,47,6,3,220,110,24,38,3,11,186,115,41,38,5,0,203,102,19,37,9,3,170,35,17,37,5,3,97,10,14,19,10,0,52,4,12,16,12,6,43,1496,277,364,72,31,2246
107031141,38,4,0,378,281,42,53,9,0,395,269,43,42,8,0,365,216,38,43,6,0,306,135,23,29,5,0,193,62,22,14,0,0,92,8,6,7,0,0,30,0,0,4,0,0,14,2694,314,356,52,21,3444
107031142,38,4,4,707,603,47,49,3,9,710,658,46,38,5,5,758,528,48,30,5,3,613,387,22,27,3,3,444,111,15,22,3,7,155,20,11,8,4,7,43,7,3,0,3,0,16,6691,319,317,57,50,7437
107031143,38,4,4,392,303,49,51,4,5,407,300,35,36,9,5,381,271,28,38,8,8,344,256,24,22,7,4,303,91,16,15,3,0,126,32,8,8,4,0,53,4,4,6,0,0,16,3292,252,331,53,29,3960
107041144,54,5,5,602,497,45,65,10,3,619,480,63,63,5,4,611,439,58,47,5,6,545,309,45,37,10,0,406,118,22,24,8,3,174,28,16,13,4,3,57,14,9,8,4,0,31,5336,453,511,73,42,6419
107041145,49,8,0,378,272,34,39,9,0,356,274,54,37,5,0,378,274,41,43,4,8,373,179,29,39,4,5,252,90,7,23,4,4,121,22,5,14,5,0,42,8,4,4,0,0,22,2992,319,400,52,17,3784
107041146,42,6,0,674,636,50,56,13,0,750,567,52,47,11,0,679,452,36,46,5,0,545,349,27,20,3,0,413,130,12,28,0,0,173,54,10,7,0,0,80,9,8,5,4,0,30,5762,320,398,60,19,6554
107041147,31,9,0,217,152,46,32,0,4,232,133,34,35,8,3,211,132,40,36,5,0,210,78,21,22,4,0,121,29,20,13,3,0,69,4,3,3,4,0,16,4,0,7,4,0,20,1496,238,257,47,10,2044
107041148,56,8,5,296,154,67,65,13,4,302,140,56,44,5,6,252,110,33,52,5,0,203,94,19,42,3,0,164,34,23,20,6,0,85,11,16,15,0,0,46,3,3,3,0,0,9,1772,402,434,48,14,2676
107041150,96,8,4,486,338,64,87,8,5,502,304,58,58,3,0,429,318,44,44,5,4,418,231,22,50,8,0,306,88,19,17,5,0,129,25,15,5,0,0,43,5,0,3,0,0,16,3446,378,527,65,22,4427
107041548,91,6,3,2277,2108,163,106,16,6,2405,1915,126,76,15,6,2145,1599,130,80,15,5,1830,1073,76,63,14,6,1230,382,63,59,10,4,518,103,31,25,8,0,167,35,14,19,4,5,76,19565,1062,848,125,80,21688
107041549,47,8,6,913,789,40,48,0,7,890,743,28,46,7,3,832,725,44,37,0,0,807,489,21,21,0,4,545,184,12,19,0,3,228,49,18,9,4,3,84,11,8,4,3,0,32,7335,280,377,41,46,8082
108011151,23,4,7,117,90,24,23,0,0,139,134,16,33,12,7,196,132,24,22,3,5,187,92,19,30,10,0,164,39,16,9,7,0,75,10,9,13,9,0,46,0,4,19,19,4,42,906,137,214,76,25,1367
108011152,46,10,9,416,391,53,64,14,11,528,406,39,84,12,6,541,407,43,55,5,10,523,358,40,56,8,6,472,167,23,44,7,6,252,54,17,19,8,0,100,10,16,3,11,3,50,4042,339,482,78,62,5010
108011153,28,0,4,123,65,16,36,4,10,133,81,24,47,8,8,161,99,28,35,12,4,176,61,26,37,11,4,136,30,18,23,12,3,78,4,9,6,3,0,27,0,7,12,8,0,26,763,170,270,72,34,1306
108011154,12,4,6,203,198,19,18,0,9,248,202,16,27,0,0,249,254,11,33,3,0,309,231,15,29,6,0,290,90,16,13,3,0,124,30,0,4,3,3,42,8,3,5,0,7,17,1961,109,183,35,32,2329
108021155,36,0,18,703,688,47,48,7,14,800,716,39,61,5,11,833,758,29,47,3,4,844,575,41,66,11,7,701,219,18,36,8,8,296,76,10,23,9,5,126,23,8,11,8,6,50,6494,278,415,73,113,7373
108021156,23,4,3,136,102,26,39,5,3,177,124,18,49,12,6,213,115,22,57,17,5,222,97,19,66,26,10,223,31,14,30,23,3,109,10,3,22,16,9,63,6,6,26,16,11,63,1032,154,384,140,62,1770
108021157,25,7,4,211,223,18,27,5,3,271,237,11,19,0,0,271,220,21,39,7,8,290,200,11,25,3,0,248,63,12,10,10,5,102,16,3,9,5,6,31,9,0,6,3,0,19,1889,108,203,50,30,2283
108021158,19,5,0,194,171,14,21,7,6,218,154,14,24,4,4,205,162,20,34,11,5,232,184,14,40,0,0,238,47,10,22,6,6,82,21,0,13,6,0,43,15,0,11,7,7,29,1578,101,223,40,34,1976
108021159,29,10,0,114,78,16,50,14,0,154,60,21,34,11,0,134,81,18,37,12,4,155,44,11,56,14,10,127,30,5,34,18,3,95,3,0,23,13,0,43,0,0,23,24,0,55,723,106,358,141,23,1348
108021160,21,0,0,106,88,11,17,0,0,118,76,14,16,4,0,116,96,11,29,9,9,146,98,11,38,5,4,150,34,4,14,4,3,65,3,0,8,3,0,22,0,0,7,0,3,10,873,89,220,30,21,1232
108031161,0,0,0,32,14,9,0,0,0,22,16,0,3,0,0,21,18,5,4,0,0,32,12,3,8,3,0,28,8,5,5,0,0,17,0,4,5,0,0,7,0,5,0,0,0,6,176,33,32,6,0,257
108041162,49,5,5,309,252,47,70,11,6,385,298,45,76,12,10,436,315,49,87,15,4,465,280,38,70,12,3,397,100,21,42,13,5,183,41,15,24,6,0,81,12,0,13,7,3,36,2606,290,536,96,33,3567
108041164,103,7,12,1391,1378,105,107,13,6,1612,1313,118,114,15,16,1567,1225,97,105,9,9,1444,951,80,79,13,15,1132,340,51,71,15,9,487,83,25,26,12,4,143,33,11,20,6,8,81,12021,758,830,107,101,13812
108041165,21,4,0,81,42,15,39,6,3,99,59,17,32,20,0,119,59,16,46,18,3,140,56,17,34,28,0,135,29,9,31,26,3,103,9,10,11,26,0,54,0,0,15,24,0,44,554,119,267,180,23,1139
108041166,47,10,4,368,347,41,54,11,3,455,330,35,67,10,7,450,327,38,49,5,4,427,243,31,28,12,0,318,93,22,20,9,0,146,32,7,15,9,3,66,11,9,10,3,4,42,3061,283,427,89,37,3894
108041619,72,6,3,592,501,64,70,12,6,657,491,71,71,11,5,644,432,56,74,8,7,567,344,54,72,3,3,476,128,31,29,6,3,203,31,21,10,7,3,77,19,3,9,9,7,46,5019,459,547,83,51,6162
108041620,46,4,4,401,353,42,68,0,0,462,375,38,59,4,6,487,366,38,62,7,4,464,272,20,57,3,5,357,99,12,34,7,3,152,33,12,14,11,0,63,11,0,7,3,4,27,3049,275,438,41,31,3837
108051167,24,4,0,153,146,13,23,11,0,198,165,13,37,11,3,224,175,24,39,11,0,257,124,14,34,10,4,192,59,3,28,20,0,109,19,5,22,28,8,84,3,0,22,20,4,50,1363,111,273,116,32,1889
108051168,38,0,3,137,89,31,44,11,7,177,116,32,47,3,5,200,90,18,39,7,4,162,95,24,56,13,3,196,45,24,29,6,0,101,13,9,13,5,0,32,6,4,12,0,0,30,1061,181,348,66,39,1689
108051169,55,9,15,1082,1069,72,84,11,14,1251,1120,77,78,13,9,1298,1140,71,103,12,17,1332,927,70,74,10,24,1105,356,35,39,15,8,454,95,12,28,14,3,149,27,17,16,9,5,71,10232,487,631,124,117,11598
108051170,24,14,3,142,83,31,39,15,5,176,83,27,64,10,10,192,87,24,75,33,0,224,76,23,87,34,7,236,39,18,54,42,3,152,24,15,29,28,3,91,4,5,24,29,9,65,854,181,461,238,47,1778
108051171,14,0,4,130,132,13,18,0,0,153,145,13,13,0,4,173,152,10,24,3,4,200,118,4,20,3,0,150,45,0,7,3,0,66,9,0,0,0,0,12,0,0,6,0,0,10,1285,65,139,21,23,1530
109011172,48,3,0,735,631,45,41,0,5,721,582,55,43,8,7,686,528,52,45,5,3,635,422,36,40,5,3,507,167,22,33,4,0,231,51,12,9,7,4,88,11,3,3,0,4,27,6067,332,372,50,37,6864
109011173,15,3,0,165,172,16,24,10,6,216,169,18,18,0,4,214,155,15,22,0,0,198,131,21,21,4,0,182,67,13,10,0,0,94,15,3,5,0,0,25,5,3,0,0,0,8,1676,139,189,29,15,2053
109011174,74,12,9,1322,1207,115,78,8,7,1409,1224,123,81,18,9,1457,1061,112,85,6,8,1275,826,69,64,7,0,978,368,51,51,13,10,486,98,25,25,12,5,164,27,13,12,10,10,66,12212,788,640,113,82,13836
109011175,48,15,7,330,241,47,52,16,7,361,238,47,61,19,6,381,257,57,77,31,9,428,218,48,80,36,10,397,85,36,53,43,0,222,20,19,39,31,0,112,10,8,35,34,5,102,2416,369,562,272,66,3682
109011176,38,4,4,487,361,35,36,0,4,435,376,37,37,0,3,458,362,57,44,4,0,471,288,37,33,9,3,365,106,20,24,7,5,163,44,5,21,3,0,66,5,0,0,3,0,12,4096,293,344,44,31,4815
109021177,6,0,0,83,68,8,10,3,3,92,86,12,21,9,5,134,118,15,17,13,3,168,94,16,20,11,0,143,38,8,13,14,4,72,23,3,6,3,0,38,0,7,3,13,5,23,894,97,137,69,27,1233
109021178,16,12,0,208,182,23,20,10,3,240,185,23,27,5,9,253,200,14,26,4,5,251,179,15,19,11,6,231,88,7,12,7,4,124,26,6,10,12,0,60,7,5,11,7,0,27,1876,132,182,73,38,2305
109021179,14,4,0,162,124,17,30,14,5,189,132,25,19,22,0,192,137,24,22,30,4,212,114,26,32,17,6,191,52,18,22,10,5,101,17,8,0,6,0,34,3,7,4,3,0,21,1299,177,191,137,23,1833
109031180,11,0,0,208,214,24,13,3,4,263,250,18,16,8,3,293,252,23,20,4,0,305,200,17,22,8,5,258,80,7,15,5,0,110,26,6,10,7,0,48,7,0,7,4,0,17,2183,139,153,55,26,2548
109031181,30,11,0,269,203,34,34,15,3,288,225,47,21,18,0,315,257,27,23,26,7,342,188,29,31,22,5,276,82,44,23,23,0,162,25,20,19,13,0,79,7,15,16,17,4,58,2147,302,243,162,36,2898
109031182,28,4,9,257,275,29,18,3,3,334,263,29,22,3,3,316,276,30,32,5,4,346,255,22,31,8,0,312,125,17,19,9,0,171,36,13,16,6,0,75,14,5,5,9,3,36,2572,203,215,56,36,3076
109031183,38,25,10,251,143,34,34,20,4,234,191,51,65,30,0,333,198,54,60,31,17,357,178,48,64,44,15,348,81,31,63,46,6,220,19,17,24,38,0,98,10,9,28,41,6,101,1734,338,449,327,72,2924
109031184,12,5,0,167,166,20,20,5,6,215,184,17,20,10,3,235,163,18,19,8,5,213,160,22,13,0,11,204,61,11,15,5,0,100,12,8,10,5,0,32,7,5,8,3,4,28,1667,173,183,51,32,2102
109031185,25,11,7,273,221,42,42,11,0,315,221,50,47,25,5,357,220,57,45,19,12,353,268,54,47,26,6,401,114,38,46,25,7,230,29,21,23,18,6,102,24,11,13,26,3,73,2294,353,360,178,56,3241
110011186,67,8,0,1040,983,65,66,14,13,1130,961,86,87,15,4,1157,950,80,102,9,9,1159,726,60,104,16,8,911,315,34,67,17,0,442,97,25,36,23,5,192,34,18,29,22,6,109,10240,552,745,155,63,11755
110011187,12,15,5,165,98,19,38,8,7,169,118,12,26,16,0,169,89,18,38,25,4,180,79,8,40,33,6,155,30,6,37,22,8,102,14,6,31,25,6,74,9,8,33,19,0,72,1206,114,300,182,33,1833
110011188,23,9,0,117,85,17,28,5,0,135,91,9,35,15,0,149,95,17,28,29,0,168,82,7,31,15,0,139,34,16,18,16,0,86,12,4,29,14,0,66,5,0,9,26,5,49,852,103,256,143,18,1367
110011189,25,3,0,106,80,10,25,7,0,133,77,20,32,10,0,140,98,10,40,20,3,170,64,18,37,27,5,148,29,14,38,23,0,110,12,6,28,34,0,81,5,10,11,25,0,57,782,119,289,163,16,1378
110021190,39,14,4,291,258,24,42,11,5,335,251,25,49,17,6,336,219,26,58,28,5,339,206,26,66,40,11,352,96,15,40,32,7,192,34,4,41,36,9,130,9,7,24,30,12,86,2313,169,442,231,74,3233
110021191,31,6,5,495,473,39,43,3,8,559,458,42,42,10,12,558,471,37,54,14,6,582,323,20,61,10,0,423,123,14,19,4,0,166,46,8,20,7,0,86,18,12,14,16,10,67,4703,239,419,83,66,5509
110021192,15,11,0,102,65,13,25,12,5,115,72,16,33,24,0,151,48,9,34,20,5,115,65,10,34,39,0,151,26,16,40,24,3,107,11,7,14,23,0,49,3,6,18,32,10,74,592,84,249,221,30,1167
110021193,30,15,0,156,114,8,30,22,0,180,114,19,32,35,6,208,104,10,51,37,3,205,91,15,38,34,0,186,48,7,33,30,0,124,14,4,30,40,0,81,6,3,22,37,9,77,999,104,332,287,23,1751
110021194,20,10,0,190,143,18,22,8,4,201,148,26,34,13,3,226,147,23,35,19,3,226,154,30,48,37,3,272,81,3,38,53,7,186,30,9,25,45,4,110,9,6,37,35,5,86,1397,149,308,247,35,2151
110031195,23,0,4,343,290,24,22,0,3,344,290,33,31,3,3,364,297,38,26,0,9,371,237,25,30,11,11,315,109,18,13,0,4,144,37,13,15,10,0,73,16,10,6,7,6,37,3045,235,246,45,56,3627
110031196,23,6,0,156,97,27,39,15,0,177,118,30,28,27,5,207,96,25,42,26,0,193,82,26,44,28,5,176,47,14,21,43,3,135,13,11,11,33,0,63,6,8,17,26,3,59,1190,195,285,235,38,1945
110031197,16,3,7,261,231,20,31,4,3,290,247,27,27,3,0,299,264,22,33,4,3,318,227,29,17,7,8,288,76,24,10,10,0,115,27,15,3,3,3,53,6,0,0,4,0,11,2593,190,189,49,39,3059
110031198,19,12,5,230,142,26,23,21,0,219,153,17,17,19,3,209,176,17,32,13,3,244,107,22,32,19,8,185,49,19,19,29,5,115,16,7,23,20,3,73,8,4,12,24,0,51,1657,163,207,190,33,2248
110041199,24,0,3,405,311,29,28,3,3,375,326,24,27,9,0,394,285,30,28,5,3,354,277,22,30,12,7,349,119,19,19,12,3,174,34,10,10,4,0,60,15,3,6,0,0,28,3605,216,261,65,31,4181
110041200,16,8,0,244,162,24,28,4,0,217,198,20,26,9,4,263,161,24,38,15,6,246,82,22,37,28,4,174,38,13,34,21,0,107,12,5,16,23,0,60,5,0,16,24,3,47,1880,169,234,166,27,2482
110041201,20,6,0,243,210,21,22,11,5,270,229,24,43,13,3,314,200,30,48,14,0,294,158,24,61,20,4,268,72,31,36,26,7,166,30,17,10,20,4,87,7,5,11,24,7,54,1960,193,331,148,39,2683
110041202,40,8,0,520,454,25,36,0,4,525,408,38,48,4,7,503,358,32,44,11,4,440,288,25,52,9,3,373,142,12,26,11,3,190,37,7,21,8,0,74,13,7,16,11,4,45,4709,252,391,70,44,5464
110041203,75,8,6,1210,1098,73,65,9,5,1250,1091,68,66,16,6,1244,1003,75,68,12,5,1166,776,45,52,7,5,884,360,32,53,10,0,457,94,15,18,8,3,142,40,9,17,11,10,89,10983,522,591,108,78,12281
110041204,27,4,3,600,454,57,30,9,3,552,496,31,32,5,5,565,433,53,36,4,4,525,354,33,27,0,3,417,144,11,17,5,5,186,36,8,5,0,4,58,11,0,3,5,0,25,5242,292,224,45,50,5860
110041205,58,19,3,287,230,57,79,28,14,404,193,59,90,39,6,392,204,43,93,52,19,409,184,25,96,68,3,381,81,22,86,51,4,246,27,18,70,51,0,160,13,9,37,44,4,108,2104,346,748,401,69,3666
111011206,49,3,0,666,623,65,72,14,4,771,601,69,57,11,4,750,556,57,64,4,5,688,397,27,42,7,0,475,150,24,16,4,0,199,43,6,12,9,0,78,9,0,3,3,0,24,6184,440,450,92,23,7190
111011207,7,0,0,73,48,18,21,7,0,92,42,12,16,0,0,75,44,16,17,0,0,72,42,9,12,0,0,64,15,7,4,0,0,34,7,0,0,4,0,15,0,0,0,0,0,6,528,91,105,13,8,742
111011208,100,14,9,1242,1037,97,90,8,4,1231,951,99,94,4,5,1150,773,98,58,14,9,950,528,70,59,13,13,677,216,37,40,14,4,311,53,18,13,0,0,82,14,14,18,4,3,50,11139,708,714,91,64,12724
111011209,81,8,5,1048,918,107,71,16,7,1117,937,102,82,9,10,1136,867,84,58,11,4,1035,635,55,57,13,0,762,219,32,27,10,4,291,53,23,11,5,5,96,22,8,11,8,0,56,9951,662,612,103,43,11372
111011210,12,0,0,158,125,10,15,4,0,160,124,12,13,0,0,156,112,15,15,0,5,145,90,9,13,0,0,111,36,0,7,3,0,50,6,0,6,0,0,11,5,0,7,0,0,9,1598,91,117,20,9,1827
111011211,12,0,0,136,98,26,10,0,0,141,79,32,15,8,0,129,82,19,12,0,0,120,52,14,9,0,3,81,20,10,3,0,0,31,0,5,0,0,0,11,6,0,4,0,0,6,978,158,97,15,8,1260
111011212,27,5,3,205,147,36,32,3,0,220,158,29,44,3,4,236,134,31,40,3,0,212,108,35,29,6,0,175,43,21,14,6,0,84,8,7,8,0,0,25,10,6,0,0,0,18,1727,236,287,47,18,2310
111011213,40,0,0,142,85,37,32,5,0,153,77,28,40,5,3,153,63,41,18,0,0,131,44,22,29,0,0,94,25,17,14,7,0,65,12,15,11,7,0,40,0,0,3,0,0,13,741,218,231,34,9,1230
111011214,63,9,4,706,604,93,59,7,3,765,617,90,73,13,4,789,536,61,50,8,4,663,364,54,56,8,5,489,124,26,27,8,0,187,37,13,15,4,0,63,17,7,6,3,0,40,6626,515,523,67,40,7765
111021215,26,0,0,208,182,16,14,0,0,217,155,20,15,6,5,199,175,8,19,3,0,209,141,14,16,0,4,177,51,9,3,0,0,68,16,8,0,0,0,25,3,4,3,3,0,14,1610,128,164,22,14,1949
111021216,18,6,0,85,74,20,17,5,0,120,71,17,26,4,6,125,67,17,23,0,0,107,41,19,25,5,0,86,27,8,16,3,0,57,5,7,7,7,0,34,0,0,6,0,0,12,779,149,194,34,8,1157
111021217,22,0,5,388,334,34,37,3,0,403,357,43,29,0,5,427,286,24,16,3,0,326,188,13,21,0,4,224,83,6,8,3,0,105,13,4,4,0,0,21,9,0,5,4,0,16,3602,248,247,35,11,4144
111021218,60,12,4,750,667,75,69,13,10,821,610,71,67,16,4,770,600,79,67,12,5,766,441,58,65,7,5,576,172,37,30,8,3,253,50,15,19,8,0,90,13,5,8,6,3,43,6324,532,545,117,50,7568
111021219,34,3,0,428,411,51,40,9,4,503,380,55,48,8,4,497,338,50,49,6,5,442,291,43,34,7,0,379,118,28,23,12,0,179,30,7,12,4,0,60,17,11,0,8,0,38,4012,362,331,62,35,4790
111021220,10,9,0,137,104,28,23,3,0,155,88,24,34,0,0,146,97,23,23,9,0,151,68,27,20,3,0,118,22,18,12,4,0,57,7,9,6,8,0,30,0,0,9,4,0,13,1011,176,195,45,4,1436
111021221,25,0,6,118,80,16,22,0,0,113,72,14,16,0,0,104,81,13,17,3,0,113,65,7,14,4,0,92,23,4,11,0,0,39,5,0,3,0,0,10,4,0,0,0,0,4,878,86,164,18,6,1149
111031222,53,6,0,616,485,63,62,6,0,614,492,66,50,10,6,622,416,53,46,7,4,516,347,43,44,5,3,441,117,24,19,0,0,162,30,9,7,5,0,49,6,10,8,0,0,34,6287,456,451,46,24,7269
111031223,22,7,0,923,875,73,25,7,6,981,873,42,21,3,4,942,678,42,26,5,7,763,463,34,14,9,3,515,152,18,12,3,4,180,28,0,4,3,0,41,13,3,0,4,3,32,7940,339,201,43,58,8579
111031224,69,9,3,1530,1260,125,85,5,4,1486,1322,99,81,3,5,1511,1107,78,72,13,3,1278,790,74,62,7,3,929,261,40,29,10,0,339,67,15,16,0,0,96,31,5,8,5,4,58,12714,702,637,82,50,14182
111031225,63,5,8,1284,1152,69,68,4,6,1299,1105,69,72,3,4,1259,954,46,70,0,3,1071,719,49,56,4,6,835,251,31,28,0,4,313,77,8,21,6,0,110,31,11,5,4,0,49,10851,427,518,51,51,11905
111031226,23,0,0,228,138,30,34,0,0,204,149,27,22,0,0,200,130,16,20,5,0,167,89,9,14,3,0,120,24,6,0,0,0,39,4,4,4,0,0,16,0,0,0,0,0,9,1707,168,195,22,7,2100
111031227,47,5,9,1103,971,67,51,5,4,1093,954,74,58,4,7,1092,891,46,53,3,3,1004,587,41,45,6,0,673,198,25,26,9,0,254,50,15,7,0,0,73,14,5,6,3,5,25,9271,505,479,45,48,10357
111031228,49,8,0,408,265,72,45,8,0,383,251,69,58,5,3,383,238,79,35,10,0,359,178,45,38,6,0,265,74,20,23,5,0,126,31,11,13,8,0,61,7,5,5,6,0,25,3139,496,387,56,12,4087
111031229,86,8,8,2424,1934,132,93,6,9,2165,1793,140,88,11,0,2032,1426,95,92,11,6,1629,889,77,66,13,3,1047,319,55,43,8,8,426,102,22,30,4,0,155,27,15,21,8,5,76,19508,961,773,87,82,21415
111031230,0,0,0,359,405,8,0,3,0,421,402,8,0,0,0,407,364,5,7,0,0,374,265,7,0,0,0,273,58,7,0,0,0,65,11,0,0,0,0,14,0,3,0,0,0,7,2977,60,26,7,9,3070
111031231,16,3,5,758,714,19,17,3,4,758,672,28,16,3,8,721,601,26,20,0,0,649,461,21,21,6,0,505,178,14,3,0,0,204,42,7,4,0,0,55,19,0,0,3,0,20,6890,199,199,33,27,7339
111031232,10,0,0,119,91,15,15,3,6,122,102,16,11,0,0,131,102,14,16,0,0,135,58,8,12,3,0,84,24,11,6,0,0,44,10,7,0,6,0,16,5,5,7,0,0,17,949,116,130,12,11,1227
111031233,50,7,3,620,588,36,43,5,6,680,523,29,39,6,5,600,454,23,35,5,0,511,301,25,34,5,3,366,113,18,27,4,0,166,39,3,11,0,0,55,11,5,0,0,3,20,5247,251,368,51,23,5946
111031234,29,0,0,664,723,26,29,0,3,786,743,18,22,0,3,787,681,6,30,0,3,729,503,15,20,0,4,544,165,4,12,0,0,189,36,0,5,0,0,46,12,0,0,0,0,17,6432,154,257,24,26,6892
111031235,50,6,0,682,581,64,39,7,5,693,602,60,44,5,0,715,557,58,37,13,6,666,386,43,36,4,0,471,142,32,13,6,0,191,57,17,12,0,0,83,5,9,4,0,3,26,5753,476,384,43,20,6680
