POW_SA2_CODE_2021,P_75ov_EWFT,P_75ov_EWPT,P_75ov_EAFW,P_75ov_EHW_NS,P_75ov_Tot,P_Tot_EWFT,P_Tot_EWPT,P_Tot_EAFW,P_Tot_EHW_NS,P_Tot_Tot
504011045,10,44,3,0,63,5507,2847,269,133,8752
504011046,0,10,0,0,22,1499,1265,106,49,2919
504011047,7,30,0,4,41,3665,3829,233,143,7876
504011048,4,11,0,0,13,457,670,44,22,1195
504021049,10,7,0,0,10,854,221,67,18,1152
504021050,3,22,4,0,23,455,568,23,15,1062
504021051,0,7,0,0,8,238,294,17,14,560
504021052,0,0,0,0,0,4,4,0,0,12
504021053,3,24,0,0,32,1412,1593,117,41,3167
504021054,11,15,3,0,28,2317,1369,147,64,3897
504031055,0,0,0,0,0,4,5,0,0,10
504031056,3,14,0,0,14,1199,1209,76,43,2525
504031057,3,7,0,0,10,1203,1383,115,54,2750
504031058,9,8,0,0,13,1495,630,83,42,2248
504031060,15,11,0,0,25,215,225,8,7,453
504031061,13,12,0,0,21,6361,1002,286,111,7762
504031062,0,9,0,0,15,865,836,65,32,1797
504031063,32,49,9,0,90,12488,3953,410,293,17146
504031064,0,0,0,0,0,19,6,5,0,22
504031065,12,15,0,0,28,1518,893,93,25,2531
504031066,13,63,4,3,86,9101,6747,732,285,16867
504031067,0,3,0,0,6,253,229,21,13,524
504031068,4,20,0,0,25,806,622,58,23,1506
504031069,0,0,0,0,0,0,0,0,0,0
504031298,0,0,0,0,0,765,848,65,37,1716
504031299,3,8,0,0,6,538,570,32,16,1157
504031300,3,7,3,0,9,1848,2343,167,73,4434
505011070,0,9,0,0,15,940,1206,106,19,2270
505011071,5,3,0,0,7,996,1399,79,47,2519
505011072,6,28,5,0,36,1398,1843,131,40,3414
505011073,0,21,0,0,27,1652,2122,139,50,3971
505011074,0,9,0,0,9,492,561,45,17,1113
505011075,0,19,0,0,23,1794,2826,171,57,4849
505011076,0,0,0,0,0,395,392,18,13,821
505011077,7,34,0,3,49,10259,9381,834,261,20738
505011078,0,9,6,0,18,896,1236,91,47,2276
505011079,0,8,0,0,7,559,709,38,10,1317
505011080,6,9,0,0,13,748,765,37,19,1562
505011081,0,4,0,0,8,868,749,52,20,1695
505011082,4,11,0,0,14,680,738,46,25,1493
505011083,0,14,0,0,14,654,869,55,25,1599
505021084,14,44,9,7,77,8675,3446,419,193,12733
505021085,0,14,0,0,16,974,961,70,51,2059
505021087,0,0,0,0,0,7,5,0,0,10
505021088,3,12,0,0,27,1610,2510,168,52,4343
505021089,9,31,0,3,43,2935,3391,238,94,6659
505021090,3,5,0,0,12,821,920,49,41,1831
505021091,23,72,0,0,99,17114,6257,809,353,24529
505021092,4,23,0,0,31,1287,1608,96,44,3037
505021093,8,29,0,0,43,4606,2422,272,105,7403
505021094,4,17,0,0,17,562,813,54,26,1457
505021095,4,18,0,0,21,830,803,61,22,1714
505021096,6,29,3,0,38,1410,1571,96,37,3110
505021097,0,24,4,0,34,1465,1679,116,64,3318
505021301,3,18,0,4,22,1881,1967,169,81,4101
505021302,3,16,0,0,25,763,837,47,29,1680
505031098,0,0,0,0,7,662,691,47,23,1424
505031099,0,4,0,0,0,1627,1994,142,79,3838
505031100,0,8,0,0,9,1974,1448,128,53,3606
505031101,0,6,0,0,11,1496,1884,139,50,3568
505031102,4,3,0,0,3,568,680,38,25,1316
505031104,0,7,0,0,3,403,504,33,17,965
505031105,0,15,0,0,18,1475,1663,121,66,3318
505031106,0,0,0,0,0,84,20,3,3,110
505031107,3,6,0,0,10,865,720,62,32,1686
505031255,0,3,0,0,0,843,750,62,30,1686
505031256,0,4,0,0,11,575,303,21,27,937
505031257,0,4,0,0,3,190,227,18,15,443
505031258,0,4,0,0,4,704,765,73,29,1569
505031303,4,11,4,0,14,1678,976,76,45,2770
505031304,0,5,0,0,5,503,504,40,20,1070
505031305,23,53,0,6,83,13914,5003,533,265,19722
505031306,0,14,0,0,20,1950,2018,169,60,4193
506011110,5,14,0,0,17,3147,2926,283,104,6464
506011111,0,0,0,0,0,0,0,0,0,0
506011112,0,6,0,0,7,412,325,29,13,781
506011114,5,13,0,0,21,1941,1492,120,66,3623
506011115,5,8,0,0,12,1265,1097,178,55,2592
506011116,7,15,0,0,25,451,554,33,15,1051
506011117,0,3,0,0,3,396,526,38,20,972
506011307,0,5,0,0,4,853,935,64,23,1876
506011308,5,3,0,0,8,2604,1058,108,66,3832
506021118,24,45,5,0,74,10006,3999,637,220,14863
506021119,11,21,0,0,37,3119,2797,179,104,6200
506021120,9,19,5,0,34,6140,1145,273,141,7690
506021121,3,3,3,3,14,10412,3377,989,287,15057
506021123,13,30,0,3,53,8085,5596,580,216,14480
506021309,0,7,0,0,13,1322,1697,99,57,3174
506021310,0,10,0,0,7,523,394,26,16,959
506021311,3,4,0,4,13,2792,1098,126,68,4083
506031124,14,37,0,3,61,7920,4758,499,190,13362
506031125,3,6,0,3,17,625,942,59,38,1655
506031126,12,23,5,4,49,12586,3270,416,262,16535
506031127,11,35,5,0,46,5104,4837,353,197,10488
506031128,0,9,0,0,12,749,1153,61,34,1998
506031129,3,30,0,0,33,671,1117,54,22,1871
506031130,19,43,5,8,65,15827,3082,624,323,19853
506031131,9,31,0,0,41,2216,2429,121,64,4837
506041132,5,13,0,0,24,2913,1530,131,91,4665
506041133,0,20,4,0,26,2474,1629,191,71,4362
506041134,3,9,0,0,11,1540,1655,136,60,3393
506041135,4,16,0,0,18,1014,1097,69,39,2219
506041136,8,33,0,0,47,6463,2893,343,169,9872
506041137,0,19,0,0,18,1294,1692,98,50,3134
506051138,8,17,0,5,30,5534,2020,231,138,7918
506051139,3,6,0,3,11,1302,979,56,49,2390
506051140,8,29,0,0,40,1513,1736,142,40,3434
506051141,15,27,0,0,37,1330,1156,108,46,2642
506061142,0,10,0,0,11,1419,1625,115,71,3230
506061143,6,8,0,0,19,1344,630,85,37,2089
506061144,7,23,0,0,29,596,385,64,30,1080
506071145,5,19,0,3,23,1719,1575,118,44,3460
506071146,3,12,0,0,14,1151,1423,93,47,2713
506071147,13,57,5,3,80,4591,3221,331,103,8248
507011148,5,6,5,0,15,1207,1251,81,45,2580
507011150,22,19,0,3,41,8069,2112,286,159,10631
507011151,0,0,0,0,0,13,8,0,0,18
507011152,0,5,0,0,5,620,482,50,13,1170
507011153,0,11,0,0,11,312,439,33,12,793
507011154,9,11,0,0,17,1007,981,64,36,2088
507011155,5,5,0,0,11,5835,598,172,84,6690
507011158,0,8,0,0,5,449,387,26,13,875
507011159,0,17,0,0,24,3369,2320,204,85,5978
507011160,3,9,0,0,16,984,1246,75,38,2345
507011161,0,6,0,0,6,1349,2143,157,56,3705
507011163,0,0,0,0,4,779,491,36,18,1327
507011259,3,5,0,0,10,1260,893,83,32,2271
507011260,15,12,0,0,28,6489,2110,350,139,9089
507021164,0,16,0,0,20,1033,1024,70,30,2159
507021165,29,79,9,0,121,10575,7100,859,249,18789
507021166,5,29,0,0,31,2147,2208,176,57,4589
507021167,3,17,0,0,31,2999,1371,153,63,4586
507031169,0,0,0,0,4,727,708,58,32,1520
507031170,0,3,0,0,3,618,621,62,28,1319
507031172,0,0,0,0,4,1054,288,68,28,1432
507031173,5,8,3,0,19,7578,902,344,134,8958
507031174,4,8,0,0,5,958,1113,106,37,2219
507031261,0,6,0,6,6,1379,546,125,42,2088
507041175,9,42,0,4,52,3037,1941,204,76,5265
507041176,4,6,0,0,4,302,306,25,8,639
507041177,4,18,0,0,29,1925,1770,125,55,3877
507041178,9,36,8,4,49,3363,3611,260,111,7348
507041179,4,14,0,0,17,914,1118,61,38,2129
507041180,0,9,0,0,9,725,818,59,13,1609
507041181,11,42,0,9,56,3531,3025,199,88,6840
507041182,7,27,0,0,35,8883,5803,949,190,15827
507041183,0,3,0,0,3,367,479,35,12,895
507041184,0,8,0,0,8,266,425,18,4,709
507051186,6,7,0,0,4,1061,1052,171,35,2322
507051187,3,7,0,0,8,1442,1434,108,57,3039
507051188,8,36,4,4,48,10174,4816,666,241,15901
507051189,0,0,0,0,0,12,8,0,0,26
507051190,0,13,0,0,18,702,871,78,26,1673
507051191,0,8,0,0,13,1052,1307,110,45,2517
507051192,0,3,0,0,5,565,764,63,28,1420
507051193,0,0,0,0,5,732,1236,88,33,2082
507051312,0,0,0,0,7,1041,1770,127,58,2994
507051313,0,4,0,0,4,1258,1039,85,40,2419
507051314,0,10,0,0,9,192,204,15,12,419
509011225,15,42,7,3,73,5412,4692,533,153,10788
509011226,11,35,4,5,61,657,428,57,36,1186
509011227,3,0,0,0,3,279,256,23,12,568
509011228,13,28,3,0,50,911,971,111,51,2037
509011229,8,16,0,5,22,992,379,67,20,1459
509011230,14,19,6,0,33,1225,671,101,46,2049
509011231,27,17,8,3,47,1174,517,105,51,1848
509011232,0,9,5,0,15,462,271,65,11,816
509011233,6,13,0,4,22,1816,869,138,59,2891
509011234,13,31,4,7,53,1300,685,103,52,2143
509011235,0,0,0,0,0,0,0,0,0,0
509021236,16,17,5,0,38,920,515,73,39,1549
509021237,15,20,5,0,37,880,445,68,24,1416
509021238,14,30,0,10,47,1057,534,66,30,1687
509021239,24,55,5,6,83,2340,1225,200,90,3855
509021240,12,13,0,8,34,1473,641,104,46,2271
509021241,25,35,4,3,72,1470,653,82,42,2244
509021242,17,21,0,3,36,1632,371,150,52,2202
509021243,12,17,0,0,36,2974,1549,215,94,4828
509021244,12,6,0,0,26,453,358,29,20,871
509021245,14,16,3,3,42,833,589,87,45,1554
509031246,19,21,3,3,43,911,453,70,24,1464
509031247,42,31,0,5,79,1707,591,138,49,2485
509031248,4,16,3,0,21,2248,412,298,82,3039
509031249,7,14,0,0,23,1247,786,102,43,2182
509031250,28,35,4,0,66,1159,566,106,32,1859
510011262,10,15,0,0,28,4903,1925,359,177,7364
510011263,4,6,0,0,13,1833,479,138,79,2523
510011264,0,0,3,0,5,775,211,83,48,1119
510011265,13,8,0,0,24,2551,715,183,83,3529
510011266,0,3,0,0,3,444,148,23,15,632
510021267,15,0,5,0,21,11204,955,1634,346,14131
510021268,4,0,0,0,4,2841,509,436,57,3840
510021269,4,0,0,0,0,5172,756,688,169,6787
510021270,6,0,0,0,0,1918,794,210,83,3008
510031271,9,8,0,0,20,10453,1233,1726,322,13727
510031272,0,10,0,0,5,5300,1786,474,110,7675
510031273,0,3,0,0,5,4914,705,686,123,6426
511011274,13,22,4,3,43,3020,1651,297,109,5078
511011275,26,20,0,4,50,1922,549,177,69,2712
511021276,6,10,0,3,18,1401,553,103,61,2122
511021277,10,4,0,0,10,1665,723,122,76,2587
511031278,5,0,0,0,9,1379,386,82,36,1886
511031279,6,19,0,0,34,6870,2454,441,199,9959
511031280,0,0,0,0,6,807,327,60,20,1213
511031281,0,0,0,0,0,75,19,0,6,99
511031282,9,7,4,0,19,3958,540,348,130,4975
511031283,7,4,0,0,11,5996,640,816,188,7641
511031284,0,0,0,0,0,722,70,67,25,878
511041285,21,44,4,9,71,7168,4448,589,178,12372
511041286,0,8,0,0,14,1696,568,118,45,2414
511041287,0,3,0,0,13,315,329,37,7,683
511041288,0,10,0,0,5,361,458,29,10,863
511041289,9,16,0,4,31,541,429,55,35,1062
511041290,9,7,0,3,16,3790,408,500,138,4835
511041291,28,12,0,0,50,1636,470,155,44,2298
511041292,25,34,8,4,63,1244,702,101,41,2089
597979799,0,0,0,0,0,1046,77,235,27,1386
599999499,81,326,76,36,516,31634,23168,4409,1359,60566
601011001,0,3,0,0,12,1383,788,89,51,2317
601011002,0,3,0,0,0,573,395,37,20,1021
601011003,3,4,0,0,3,186,177,14,6,381
601021004,3,11,0,0,21,2204,2287,219,64,4779
601021005,8,11,3,4,22,3400,1650,225,77,5349
601021006,0,6,0,0,8,145,106,9,3,257
601021007,0,8,0,0,8,530,653,45,23,1245
601021008,0,11,0,0,15,721,780,91,21,1617
601021009,0,8,0,0,12,1657,966,116,45,2782
601021010,0,0,0,0,0,551,229,80,14,882
601021011,0,6,0,0,8,633,440,41,14,1128
601021012,0,0,0,0,0,242,181,15,4,446
601031013,0,6,0,0,6,428,231,21,10,685
601031014,0,0,6,0,3,381,384,40,22,827
601031015,0,0,0,0,0,880,741,72,36,1738
601031016,0,11,0,0,17,4132,1445,223,95,5893
601031017,4,12,0,0,17,3015,2318,232,108,5673
601031018,0,5,0,0,5,504,361,46,21,937
601031019,7,16,0,6,21,3664,2142,202,111,6124
601031020,0,6,3,0,8,1086,867,109,34,2100
601031021,0,0,0,0,0,97,128,8,0,235
601041022,4,21,0,0,24,2857,2432,207,71,5572
601041023,0,15,0,0,15,586,737,52,20,1392
601041024,11,14,0,0,22,893,752,67,34,1746
601041025,0,0,0,0,0,0,5,0,0,6
601041026,0,8,0,0,11,339,355,27,9,731
601051027,37,89,13,8,141,24529,15036,2017,515,42097
601051028,3,3,0,0,12,1263,1014,124,46,2454
601051029,0,5,0,0,4,482,406,34,7,930
601051030,0,15,5,0,21,1896,1835,193,63,3996
601051031,9,35,0,5,43,2660,2565,200,97,5523
601051032,0,15,0,0,22,787,961,90,22,1861
601051033,0,8,4,0,11,363,445,29,11,843
601061034,4,6,0,0,14,476,476,48,20,1011
601061035,9,29,5,0,37,1404,1369,134,56,2964
602011036,0,16,0,4,21,2459,1200,141,51,3849
602011037,0,3,0,0,5,1814,1508,133,56,3511
602011038,18,35,7,9,64,9630,7282,901,242,18051
602011039,0,3,0,0,10,529,459,47,14,1049
602011040,0,3,0,3,5,958,753,71,31,1809
602011041,3,6,0,4,11,1644,883,102,44,2670
602011042,0,7,0,0,8,940,856,67,13,1882
602011043,0,5,0,0,6,305,365,35,8,722
602011044,0,3,0,0,3,736,541,33,17,1328
602011045,0,0,0,0,0,163,172,15,7,362
602011046,0,3,3,0,9,596,586,66,15,1267
602011047,0,4,0,0,4,1382,1032,90,35,2536
602011048,0,6,0,0,4,870,535,56,25,1489
602011049,3,12,0,0,19,174,176,10,11,368
602011050,0,0,0,0,10,810,331,48,20,1211
602011051,0,4,0,0,4,142,200,14,4,355
602011052,0,0,0,0,0,777,420,29,22,1251
602021053,3,4,0,0,7,413,355,37,25,838
602021054,7,21,4,0,33,1291,976,105,60,2429
602021055,5,18,0,0,24,547,543,55,13,1148
602021056,4,6,0,0,4,273,160,25,3,458
602021057,7,9,0,0,18,802,362,41,15,1224
602031058,9,9,0,0,18,311,270,17,22,625
602031059,10,12,0,0,24,1895,782,119,58,2858
602031060,9,15,0,0,30,857,532,58,29,1476
602031061,13,7,0,4,26,899,520,68,24,1516
602031062,6,8,0,0,19,1737,785,103,43,2670
602031064,14,16,4,4,33,856,944,103,44,1946
602031099,8,9,3,0,20,231,175,27,13,444
602031100,8,20,0,9,38,1449,944,118,67,2571
603011065,12,11,0,0,23,470,274,30,30,793
603011066,4,0,0,0,9,311,177,20,20,526
603011067,15,13,0,0,27,661,480,48,47,1253
603011068,0,0,0,0,0,10,4,5,0,13
603021069,7,8,0,0,12,317,461,54,20,850
603021070,3,9,0,0,21,465,558,36,22,1082
603021071,8,0,4,0,15,770,473,89,42,1367
603021072,12,8,0,7,24,1429,1247,108,53,2840
603031073,5,5,0,0,10,340,399,59,18,826
603031074,0,29,0,5,37,893,820,115,34,1870
604011075,0,0,0,0,0,205,251,24,11,494
604011076,11,20,5,0,43,550,320,53,28,947
604011077,3,8,0,0,16,3612,2317,292,96,6330
604011078,0,10,0,0,12,1968,1294,209,42,3510
604011079,3,13,0,0,13,491,471,44,12,1014
604011080,0,5,0,0,7,519,203,45,12,769
604011081,0,5,0,0,7,564,364,36,15,986
604011082,0,13,0,5,24,2195,1552,183,70,3999
604011083,0,3,0,0,3,263,328,23,15,628
604011084,0,13,0,0,18,1050,780,98,36,1966
604021085,4,28,3,3,39,3955,3274,377,126,7729
604021086,0,4,0,0,13,920,599,123,40,1676
604021087,11,16,0,3,33,1410,1165,134,49,2758
604021088,0,0,0,6,9,715,480,50,41,1290
604021089,0,15,3,3,20,815,600,71,34,1524
604021090,0,6,0,0,12,1384,445,110,29,1969
604021091,13,14,3,0,36,904,556,89,33,1571
604021092,0,4,0,0,6,378,315,42,20,751
604031093,3,12,0,3,18,455,266,36,22,783
604031094,3,8,3,5,22,783,394,61,31,1277
604031095,5,8,0,0,14,1294,801,121,42,2256
604031096,8,11,0,0,22,772,285,59,27,1141
604031097,6,3,0,0,13,1353,594,140,50,2137
604031098,0,0,0,0,0,0,0,0,0,0
697979799,0,0,0,0,0,121,10,7,5,141
699999499,18,96,21,11,150,5743,4951,768,295,11753
701011001,0,6,0,0,3,1318,387,93,37,1841
701011002,23,19,0,0,43,9700,2786,731,227,13444
701011003,0,0,0,0,0,20,15,0,0,39
701011004,6,10,0,0,15,1105,612,56,32,1802
701011005,0,7,0,0,12,1204,271,64,32,1579
701011006,0,0,0,0,0,737,260,59,25,1073
701011007,3,0,0,0,9,899,386,49,27,1359
701011008,3,8,0,0,10,732,350,42,16,1139
701011009,10,8,4,0,19,5105,1228,228,124,6686
701021010,0,0,0,0,0,145,110,12,8,271
701021011,0,0,0,0,0,91,62,5,0,162
701021012,3,12,0,0,16,4819,1002,293,118,6233
701021013,3,12,0,0,14,2675,1668,238,60,4644
701021014,0,0,0,0,0,0,0,0,0,0
701021015,0,0,0,0,0,11,9,0,0,15
701021016,5,7,0,0,9,717,430,47,29,1216
701021017,4,0,0,0,4,1786,281,101,52,2218
701021018,4,3,0,0,0,109,78,8,5,202
701021019,0,0,0,0,0,307,252,19,16,601
701021020,0,0,0,0,0,356,282,27,20,686
701021021,0,0,0,0,0,137,89,9,0,232
701021022,5,0,0,0,3,595,373,42,19,1026
701021023,5,4,0,0,5,380,261,22,10,679
701021024,0,3,0,0,3,150,80,14,3,245
701021025,3,0,0,0,6,363,277,18,14,672
701021026,0,3,0,0,5,271,203,21,9,504
701021027,8,9,0,0,13,3515,1248,369,94,5225
701021028,0,4,0,0,4,163,87,5,7,259
701021029,0,4,0,0,4,157,92,16,10,277
701021030,0,0,0,0,0,102,80,6,3,195
701031031,9,7,0,3,13,3965,670,198,94,4923
701031032,0,10,3,0,7,891,480,62,37,1462
701031033,0,0,0,0,0,23,4,0,0,26
701031034,0,3,0,0,0,580,598,46,21,1252
701031035,14,0,0,0,18,1234,275,108,37,1653
701041036,0,0,0,0,0,244,229,24,17,505
701041037,0,0,0,0,0,181,90,10,0,288
701041038,3,0,0,0,3,1065,401,51,27,1537
701041039,0,3,0,0,3,115,79,16,3,215
701041040,0,0,0,0,0,105,80,5,4,196
701041041,4,7,0,0,10,2672,1342,198,56,4264
701041042,0,0,0,0,0,365,241,20,6,639
701041043,0,0,0,0,0,289,183,20,15,511
701041044,0,0,0,0,0,157,102,7,8,273
702011045,22,20,0,3,48,5798,1737,399,143,8078
702011046,0,3,0,0,4,540,213,46,13,811
702011047,4,3,0,0,4,459,227,44,18,746
702011048,0,4,0,0,4,213,134,10,6,366
702011049,0,0,0,0,7,1727,528,131,44,2432
702011050,0,5,0,0,4,829,177,52,27,1088
702011051,0,0,0,0,6,549,219,35,12,816
702011052,4,3,0,0,6,1111,258,65,31,1473
702011053,0,0,0,0,4,1021,256,215,49,1543
702011054,3,0,0,0,0,229,94,39,18,384
702021055,6,0,0,0,6,587,153,43,24,800
702021056,3,8,0,0,12,927,212,67,38,1243
702031057,3,8,0,0,13,1095,370,90,68,1622
702031058,6,3,0,0,4,335,144,25,24,533
702031059,0,0,0,0,0,285,59,32,18,393
702031060,0,0,0,0,0,312,165,29,31,539
702031061,5,0,0,0,5,583,258,106,50,995
702041062,3,0,0,0,3,1209,199,213,45,1667
702041063,3,0,0,3,4,1032,381,73,93,1585
702041064,4,3,0,0,9,948,293,74,22,1341
702051065,0,7,0,0,3,424,189,19,22,661
702051066,4,0,0,0,4,948,199,175,56,1369
702051067,16,6,0,0,31,3555,867,225,117,4760
702051068,0,0,0,0,6,547,139,19,22,731
797979799,0,0,0,0,0,103,3,22,0,131
799999499,8,17,8,0,31,2000,1120,628,110,3854
801011001,0,0,0,0,0,176,156,18,3,357
