POW_SA2_CODE_2021,P_OthSvs_H_0,P_OthSvs_H_1_19,P_OthSvs_H_20_29,P_OthSvs_H_30_34,P_OthSvs_H_35_39,P_OthSvs_H_40_44,P_OthSvs_H_45_49,P_OthSvs_H_50ov,P_OthSvs_H_NS,P_OthSvs_H_Tot,P_IDNS_H_0,P_IDNS_H_1_19,P_IDNS_H_20_29,P_IDNS_H_30_34,P_IDNS_H_35_39,P_IDNS_H_40_44,P_IDNS_H_45_49,P_IDNS_H_50ov,P_IDNS_H_NS,P_IDNS_H_Tot,P_Tot_H_0,P_Tot_H_1_19,P_Tot_H_20_29,P_Tot_H_30_34,P_Tot_H_35_39,P_Tot_H_40_44,P_Tot_H_45_49,P_Tot_H_50ov,P_Tot_H_NS,P_Tot_H_Tot
109031184,0,17,9,3,11,7,4,12,4,64,6,11,4,5,12,6,3,9,12,60,129,407,274,170,394,353,111,228,36,2102
109031185,4,19,8,12,15,24,17,16,4,109,5,12,16,8,23,23,4,14,31,131,155,575,343,232,483,552,190,633,80,3241
110011186,14,65,59,26,94,85,26,30,7,413,18,48,29,14,50,55,16,35,72,338,563,1950,1370,950,2899,1897,667,1274,186,11755
110011187,6,9,3,3,9,9,0,6,0,39,5,13,0,0,3,3,5,12,12,53,72,250,192,118,369,284,117,383,44,1833
110011188,3,10,10,3,3,8,0,0,0,33,0,3,8,5,6,17,0,10,5,54,50,202,184,125,209,251,78,245,25,1367
110011189,0,7,0,3,6,0,3,6,0,29,0,5,3,5,3,4,3,11,7,39,32,174,167,96,164,239,91,383,29,1378
110021190,5,19,21,16,28,38,4,24,0,150,8,17,14,6,22,24,0,21,38,160,157,508,411,255,577,532,137,571,86,3233
110021191,3,33,35,26,75,40,20,29,0,259,10,29,22,9,48,37,9,13,47,217,208,742,630,523,1354,1009,342,578,130,5509
110021192,5,3,6,5,0,0,0,8,0,21,6,12,4,8,9,6,3,10,15,64,41,144,129,80,113,189,68,356,45,1167
110021193,4,3,3,5,3,7,0,0,4,40,7,10,3,6,9,12,0,9,13,68,47,225,202,121,223,306,96,491,43,1751
110021194,5,11,9,0,3,13,4,10,0,58,8,16,12,6,9,14,5,13,31,104,107,354,241,190,282,348,92,473,61,2151
110031195,5,17,13,12,51,38,6,35,0,188,8,17,17,13,22,22,3,29,41,171,151,366,362,288,758,716,238,668,88,3627
110031196,0,8,0,4,0,9,0,11,3,37,3,8,5,3,11,10,3,11,16,65,63,158,113,97,191,334,120,815,47,1945
110031197,6,19,18,13,38,35,17,24,4,177,4,15,6,3,27,31,3,20,20,133,135,391,327,230,698,563,186,443,71,3059
110031198,0,0,3,0,13,15,3,8,0,48,5,8,6,12,9,10,3,27,29,104,73,188,168,126,315,364,159,788,69,2248
110041199,12,39,20,13,57,59,14,53,0,261,4,13,9,0,30,25,9,23,41,159,188,594,450,328,824,689,289,740,83,4181
110041200,3,0,0,5,4,0,0,3,0,13,6,7,0,0,13,11,4,23,18,79,115,175,142,90,204,351,238,1110,60,2482
110041201,0,19,11,4,27,23,3,10,3,96,11,15,7,14,12,23,4,15,18,125,92,324,271,186,433,513,169,623,70,2683
110041202,9,38,36,25,34,31,18,19,0,205,7,15,9,9,28,13,7,9,38,141,209,939,707,494,1197,922,328,595,81,5464
110041203,19,68,57,44,144,76,16,50,3,476,20,41,26,19,73,43,8,35,84,356,593,1672,1524,1112,3124,2235,600,1256,167,12281
110041204,8,16,21,11,113,120,31,49,3,373,10,22,18,17,78,90,22,43,53,349,195,434,313,284,1244,1819,480,985,106,5860
110041205,4,25,10,4,14,14,3,13,0,86,9,21,9,15,9,27,3,21,39,147,130,537,410,294,499,652,180,880,91,3666
111011206,24,53,34,25,66,66,21,22,4,306,12,25,27,15,37,50,10,19,36,234,445,1353,1023,674,1401,1351,312,538,100,7190
111011207,3,11,5,0,5,9,3,0,0,34,0,9,6,0,0,6,3,0,6,30,53,167,111,66,110,128,34,69,13,742
111011208,44,109,79,63,128,89,25,47,8,587,23,41,32,25,64,69,12,26,64,364,887,2315,1839,1192,2627,2141,602,970,156,12724
111011209,34,84,63,56,209,174,47,61,0,745,11,30,28,39,113,124,30,56,68,506,571,1777,1445,971,2578,2224,622,1058,130,11372
111011210,6,18,14,6,11,10,0,0,4,73,8,12,4,12,5,7,0,4,3,49,97,406,362,224,329,222,51,115,20,1827
111011211,5,14,8,6,8,10,3,3,0,56,0,6,5,3,9,11,0,7,5,57,36,172,163,125,249,264,66,167,13,1260
111011212,3,26,13,10,14,26,0,10,0,98,7,14,7,5,12,13,5,8,18,79,160,551,377,190,365,330,97,207,35,2310
111011213,13,23,9,10,8,5,0,0,0,54,4,11,6,0,0,6,3,7,4,39,65,275,201,124,160,226,51,119,6,1230
111011214,23,65,52,28,71,92,27,32,3,388,18,37,25,13,66,43,15,15,42,276,441,1374,998,642,1753,1435,375,649,95,7765
111021215,9,8,6,4,14,8,0,0,0,47,0,13,7,4,7,13,8,10,7,64,88,302,279,233,361,332,122,214,23,1949
111021216,12,14,11,0,5,0,5,8,0,48,6,6,4,9,6,6,5,3,9,48,119,244,182,109,162,153,62,106,17,1157
111021217,11,17,16,12,27,15,4,15,0,111,3,15,19,9,37,40,11,27,31,190,199,661,490,344,819,826,263,475,66,4144
111021218,22,57,37,22,42,58,24,30,3,286,23,31,36,22,49,42,11,25,50,281,468,1147,867,608,1603,1471,447,838,115,7568
111021219,7,37,27,21,45,38,11,19,5,215,4,10,17,5,43,34,3,9,37,165,256,870,735,465,853,812,266,464,79,4790
111021220,6,15,11,6,14,9,0,7,0,66,4,12,5,0,8,9,3,4,6,59,86,283,164,85,274,271,94,155,23,1436
111021221,4,14,7,8,12,18,0,0,0,69,0,6,4,0,10,8,4,7,5,45,75,196,141,111,198,217,77,120,7,1149
111031222,31,65,68,27,61,63,9,16,9,349,10,40,18,18,23,28,11,9,38,195,568,1830,1170,684,1231,973,272,469,80,7269
111031223,17,25,26,19,129,114,34,50,7,424,19,41,38,24,123,116,37,62,66,519,318,639,559,474,1965,2210,824,1460,135,8579
111031224,30,101,69,46,150,129,43,59,5,631,22,64,29,34,130,114,28,44,80,543,801,1847,1677,1157,3579,2881,770,1307,154,14182
111031225,28,50,48,19,86,68,19,15,0,326,22,37,18,20,69,56,8,24,72,325,913,1520,1639,1328,2070,2671,526,1095,127,11905
111031226,8,13,11,7,16,29,0,9,0,93,0,4,3,5,18,10,3,5,6,63,104,353,288,195,391,381,114,251,29,2100
111031227,27,51,37,51,80,105,31,38,3,414,23,45,28,26,94,114,27,42,68,464,576,1253,1076,899,2362,2360,645,1044,145,10357
111031228,17,35,39,29,42,22,6,8,0,197,4,14,15,5,18,21,3,9,18,112,213,877,655,418,643,712,178,344,53,4087
111031229,38,83,84,44,100,73,14,29,6,473,37,61,60,33,102,108,22,50,117,582,1389,2584,2340,1555,5815,4348,1203,1949,231,21415
111031230,6,0,5,3,10,17,0,9,0,50,3,14,3,10,39,35,18,31,22,169,134,142,144,103,686,848,301,669,43,3070
111031231,8,31,11,13,53,43,3,25,0,184,9,23,27,14,51,56,14,15,45,252,355,1286,941,550,1736,1353,345,669,111,7339
111031232,0,7,5,0,8,4,7,0,0,32,5,4,4,3,10,4,0,0,12,43,71,245,198,126,213,190,39,113,23,1227
111031233,18,50,27,26,77,40,9,17,0,269,13,25,22,10,20,25,5,11,30,157,313,995,886,670,1233,1034,268,477,68,5946
111031234,8,30,23,8,27,26,8,8,0,141,15,17,12,8,20,30,4,9,42,158,436,923,921,715,1338,1512,373,586,89,6892
111031235,16,43,39,31,99,96,19,49,5,394,18,41,25,22,97,95,8,26,27,369,328,834,692,496,1581,1527,386,746,85,6680
112011236,22,68,59,38,100,73,28,42,9,431,13,55,45,31,67,65,6,22,84,389,505,1868,1597,1100,2190,1689,446,904,199,10517
112011237,5,36,28,15,33,39,6,15,6,188,12,41,25,14,46,26,3,32,47,240,205,931,764,550,1032,832,217,571,105,5206
112011238,0,17,16,10,9,10,3,0,0,57,7,23,23,15,19,26,0,8,23,147,112,565,457,303,372,511,104,278,58,2759
112011239,5,24,8,10,12,8,0,0,0,72,4,23,14,4,13,15,0,5,20,101,126,535,358,226,277,290,69,145,46,2073
112011240,26,70,50,35,45,73,4,25,0,310,24,91,73,43,117,100,22,47,70,581,526,1889,1258,783,1295,1303,290,579,159,8074
112011241,3,10,5,4,7,12,0,6,0,41,5,8,12,5,5,5,0,11,9,66,67,287,180,131,191,210,78,199,33,1370
112011242,4,25,12,6,20,12,0,4,0,78,0,15,12,5,7,11,0,9,7,69,103,472,329,201,317,353,89,220,23,2118
112011243,5,25,17,15,19,21,8,20,0,143,13,65,37,19,30,34,4,7,32,247,151,833,597,427,591,517,139,289,81,3633
112021244,11,20,16,15,48,33,10,18,4,174,12,10,14,22,47,38,11,21,35,211,226,586,658,689,1081,717,214,461,103,4744
112021245,0,4,10,4,7,6,0,4,0,38,8,9,0,4,11,12,3,13,15,78,66,217,172,154,218,300,76,419,41,1670
112021246,8,21,14,11,36,21,0,8,0,125,0,14,5,5,13,14,5,4,15,79,116,470,422,321,654,432,126,230,52,2825
112021247,3,14,8,11,12,20,0,3,0,76,12,20,17,3,16,15,8,18,28,127,85,387,330,204,389,373,114,365,69,2310
112021248,20,75,74,65,201,161,33,89,3,723,25,74,51,30,112,99,23,41,93,544,778,2056,2124,1647,3607,2892,762,1393,252,15503
112021249,7,20,19,3,8,12,0,10,0,70,7,21,19,13,32,28,4,16,28,179,134,588,476,316,480,588,149,547,86,3356
112031250,6,51,33,26,17,22,12,15,4,184,18,38,25,20,31,33,4,19,56,249,281,1230,755,529,897,900,226,540,119,5469
112031251,6,28,30,19,38,45,17,43,0,226,5,34,21,11,45,44,10,14,49,236,216,932,726,562,1232,889,256,598,105,5512
112031252,6,10,4,6,5,4,0,3,0,56,12,35,15,3,12,11,3,19,19,135,83,429,290,192,211,327,100,369,51,2043
112031253,3,26,26,7,21,12,7,4,0,107,10,30,23,10,21,17,5,7,24,145,142,670,472,298,377,391,92,349,63,2854
112031254,13,54,29,25,52,46,8,19,10,259,19,54,35,14,41,34,4,21,62,287,446,1210,1214,938,1615,1357,278,607,157,7829
112031550,0,20,12,8,13,11,5,4,6,81,3,15,4,4,8,3,0,9,26,77,106,457,354,254,332,274,82,206,42,2104
112031551,0,6,7,0,4,4,0,3,0,23,0,10,3,0,4,0,0,0,4,17,41,132,124,79,100,120,31,97,14,748
112031552,25,67,46,25,102,95,19,46,0,427,19,43,33,23,67,44,9,28,56,323,323,1176,941,661,1440,1029,348,654,117,6687
113011256,15,62,65,32,111,107,31,60,4,493,15,44,40,31,139,89,18,44,109,520,345,1437,1151,755,2403,1928,610,1060,212,9897
113011257,0,13,3,6,12,24,3,18,0,78,12,32,24,22,91,65,22,41,68,382,175,572,483,425,1686,1432,545,1522,170,7009
113011258,4,30,24,9,26,37,10,36,0,176,7,16,11,9,21,37,19,17,39,190,139,529,450,306,840,1058,299,613,97,4322
113011259,3,12,9,5,18,8,0,18,5,83,9,8,5,3,15,8,0,12,14,69,87,279,270,149,387,389,129,421,37,2148
113021260,0,4,3,4,0,6,0,9,0,22,6,8,0,0,10,6,3,16,16,70,86,168,164,103,256,296,83,351,39,1549
113021261,7,12,10,8,24,22,6,30,0,121,5,21,12,10,22,26,12,20,31,155,144,490,404,291,732,562,166,448,70,3311
113021262,0,5,7,3,8,8,3,4,0,38,9,9,7,5,11,13,6,14,18,93,81,183,156,108,239,325,124,428,43,1675
113031263,3,10,13,9,16,28,3,7,0,94,0,12,12,8,15,12,3,15,30,112,124,322,325,219,443,512,152,411,75,2573
113031264,0,7,6,0,8,4,7,7,0,34,3,9,12,6,0,11,0,6,17,63,83,236,183,132,272,282,93,244,36,1561
113031265,0,6,3,4,6,7,3,7,3,33,5,8,0,3,9,3,5,12,16,71,86,241,189,123,453,438,146,413,51,2145
113031266,0,10,7,6,15,36,13,16,0,99,6,14,3,5,9,18,0,8,15,85,93,419,310,190,450,498,175,525,52,2726
113031267,10,32,42,38,98,127,26,45,3,422,14,33,25,24,91,99,24,52,53,410,233,880,595,454,1498,1548,524,1015,100,6836
113031268,0,3,4,3,13,19,0,12,0,63,6,10,5,4,25,37,8,16,26,139,100,305,206,248,952,729,202,344,49,3132
113031269,3,28,20,6,17,16,3,19,0,108,0,10,10,6,19,15,0,11,25,97,125,626,499,346,812,596,186,421,62,3684
113031270,18,87,101,65,203,180,53,98,9,811,14,55,57,32,109,90,16,46,135,554,769,2467,2050,1342,4007,3161,998,2009,311,17111
113031271,4,20,17,9,9,23,3,8,0,104,5,12,25,12,22,25,10,17,48,167,156,579,441,286,907,1115,407,1255,135,5285
114011272,9,23,22,10,13,18,0,11,0,111,10,20,10,6,11,18,3,11,13,114,227,715,451,245,467,530,120,350,44,3148
114011273,0,5,0,0,0,4,0,4,0,18,0,6,4,0,0,0,0,0,6,13,30,141,56,30,59,87,24,52,6,491
114011274,0,4,7,0,5,0,0,0,0,18,7,3,3,0,0,4,0,11,9,34,67,196,150,72,130,126,35,119,22,910
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,3,12,7,0,4,0,50
114011276,11,17,17,3,12,16,8,7,0,92,6,11,5,7,20,18,5,3,26,93,154,532,316,204,383,320,79,193,45,2224
114011277,16,41,24,21,38,48,9,18,3,220,12,14,12,12,42,45,15,18,46,220,217,790,539,391,852,856,307,604,93,4650
114011278,19,85,59,47,170,107,25,64,7,591,23,65,46,41,120,107,23,42,113,590,862,2285,2053,1493,4374,3752,948,1627,288,17681
114011279,5,12,15,0,15,16,4,9,0,70,0,14,4,0,9,5,0,3,16,52,91,331,263,194,293,250,58,141,28,1646
114011280,5,4,4,4,6,0,0,0,0,29,0,0,5,4,10,5,0,0,9,29,46,164,145,78,128,94,21,50,20,753
114011281,0,6,3,3,8,13,0,0,0,32,4,5,4,0,6,7,3,5,5,38,33,110,74,44,103,109,18,85,16,594
114011282,18,43,45,25,42,47,10,25,8,251,14,39,6,17,21,29,5,15,65,213,327,1385,968,577,1008,845,226,505,143,5990
114011283,4,0,0,0,0,3,0,0,0,19,3,5,4,5,3,13,0,4,7,47,47,176,132,68,130,184,33,112,17,903
114021284,15,65,44,28,53,55,23,18,5,308,15,37,22,13,36,41,11,27,40,243,363,1378,1130,638,1213,1230,369,717,99,7131
114021285,3,8,3,3,0,3,0,0,0,32,0,0,6,0,5,6,0,4,4,20,37,122,76,43,65,96,40,99,11,588
114021286,19,36,30,19,34,50,17,33,0,245,16,40,22,24,31,35,13,24,28,239,291,906,681,431,893,920,314,586,90,5114
114021287,4,35,22,13,39,51,18,40,3,226,20,27,13,13,45,48,8,30,36,237,261,760,553,411,1145,1057,321,713,103,5327
114021288,0,3,5,3,3,0,0,0,0,22,0,13,7,4,9,5,0,3,12,56,93,230,177,94,138,233,63,184,27,1237
114021289,6,13,8,0,12,7,3,8,0,50,9,26,8,9,10,15,3,18,18,120,143,417,228,130,238,318,79,286,42,1872
115011290,52,28,13,5,14,21,0,3,0,130,9,28,17,7,19,28,5,12,37,170,553,898,622,358,667,681,167,312,73,4335
115011291,110,72,73,35,188,155,32,49,3,720,83,98,89,69,234,289,57,104,194,1223,1870,2711,2347,1584,5798,7523,1532,3183,387,26944
115011294,16,10,10,0,3,5,0,3,0,52,3,16,4,0,0,9,0,4,6,48,96,241,163,95,152,191,41,115,20,1120
115011296,9,6,7,8,4,8,0,0,0,43,3,14,5,5,7,15,5,6,6,68,125,316,190,95,209,271,49,153,18,1435
115011553,77,101,64,39,123,188,48,79,4,735,66,84,55,29,171,168,28,45,65,708,1189,1432,988,511,1743,1794,396,748,137,8934
115011554,3,10,4,4,0,3,0,4,0,30,0,7,5,5,5,4,0,0,13,42,94,246,239,167,280,218,47,100,23,1402
115011555,101,27,11,8,6,10,0,5,0,165,17,19,13,4,19,19,3,7,34,126,1379,1052,535,235,590,496,132,248,80,4744
115011556,29,15,13,6,17,12,0,7,0,100,13,14,14,0,5,6,0,0,13,57,241,453,314,174,318,358,77,150,26,2109
115011557,0,9,3,0,7,9,0,0,0,24,5,0,8,0,0,9,0,0,4,32,51,126,93,35,99,131,16,59,4,604
115011558,21,13,7,5,6,7,0,13,0,76,9,13,17,6,10,11,0,0,17,87,267,632,386,213,341,432,93,247,30,2650
115011621,34,31,13,0,12,12,0,6,0,112,13,9,13,8,10,16,4,11,19,92,299,618,476,247,417,513,135,303,41,3043
115011622,12,9,4,0,7,0,0,5,0,36,6,13,5,4,10,6,0,5,7,69,132,241,262,153,273,323,54,164,24,1624
115021297,97,68,39,17,33,54,15,42,3,371,44,64,52,31,44,70,19,29,68,415,1115,1774,1185,675,1302,1549,393,932,159,9078
115021298,28,30,5,6,10,8,0,4,0,89,8,13,3,7,14,16,0,11,11,86,228,378,220,128,259,315,84,204,29,1844
115031299,0,3,7,0,0,0,0,4,0,16,8,5,12,0,6,7,0,4,11,43,106,136,95,41,63,96,18,71,21,649
115031300,46,45,19,17,22,28,5,33,0,223,33,44,32,13,32,53,5,25,29,260,523,855,609,300,572,747,160,685,82,4534
115041301,59,46,23,11,60,59,17,51,9,327,44,38,32,24,57,74,8,35,43,351,711,875,664,338,984,1211,265,712,101,5870
115041623,9,3,6,0,6,5,0,3,0,37,8,5,8,4,8,11,0,8,6,62,147,185,152,71,175,252,58,157,19,1224
115041624,27,16,9,4,5,11,0,0,0,74,6,21,7,0,20,9,0,7,9,86,207,418,304,131,313,382,78,174,28,2026
115041625,109,38,7,10,22,16,3,8,0,216,24,32,25,8,52,33,6,22,40,241,1245,1478,730,332,837,838,148,365,86,6068
116011303,141,121,92,40,173,148,53,67,6,851,100,100,108,50,310,229,40,73,207,1222,2519,2563,2197,1240,5337,4151,996,1690,414,21104
116011304,13,13,3,6,9,8,0,0,3,54,10,17,8,11,15,10,0,3,15,97,266,371,303,172,492,360,87,189,42,2288
116011306,21,4,3,0,12,9,0,5,0,55,11,7,10,5,9,11,0,0,27,95,294,391,313,189,374,338,87,166,46,2198
116011307,109,97,62,31,169,154,41,78,8,750,91,150,105,49,317,316,56,118,145,1339,1714,1936,1331,748,3058,3185,701,1461,299,14433
116011560,6,6,8,0,10,3,0,0,0,37,0,5,4,0,9,4,0,6,8,32,140,173,137,79,167,183,49,109,19,1063
116011561,6,7,9,4,11,3,0,3,0,46,4,17,14,0,15,16,3,7,16,97,217,278,244,155,342,289,53,149,55,1782
116011626,49,28,20,7,35,27,5,12,3,188,20,23,22,11,41,45,8,15,41,221,750,605,487,288,790,614,137,246,95,4018
116011627,10,5,5,0,3,3,0,0,0,37,9,6,11,6,9,3,0,6,22,60,171,242,203,101,215,225,30,110,33,1338
116021309,9,10,15,4,0,9,0,0,0,46,7,8,6,0,4,11,3,8,10,56,231,326,244,124,263,339,72,137,26,1761
116021562,9,0,0,0,0,0,0,0,0,14,0,0,0,0,3,4,0,0,0,12,48,31,36,15,60,58,12,31,6,297
116021563,26,24,11,5,12,19,3,7,0,99,9,14,6,5,17,11,0,4,28,93,292,484,367,220,508,441,95,206,43,2660
116021628,29,15,11,0,5,7,0,3,0,65,10,11,8,3,11,21,0,10,23,100,294,490,330,176,330,407,80,196,38,2344
116021629,15,14,0,3,16,12,4,3,0,77,12,18,22,10,63,54,12,25,52,276,414,450,472,271,1123,803,195,303,99,4131
116021630,23,30,20,10,37,49,18,34,0,225,25,30,27,16,55,47,10,33,43,281,535,617,428,263,779,883,230,599,70,4399
116021631,6,13,3,3,0,0,0,6,0,29,9,3,3,6,4,3,0,7,16,45,133,198,141,66,140,185,26,81,25,999
116021632,15,12,0,0,6,8,0,4,0,49,11,20,11,8,13,28,3,6,25,119,333,443,318,228,529,610,152,340,50,3001
116021633,21,7,3,6,3,4,4,6,0,48,3,12,4,4,11,6,4,5,23,82,310,400,290,139,480,395,92,164,48,2322
116031313,9,10,7,0,9,3,0,0,5,45,4,6,9,7,13,14,0,3,26,83,202,308,210,178,265,232,38,131,68,1639
116031314,9,26,7,4,50,53,7,13,0,165,27,41,36,26,161,127,25,38,78,556,580,548,496,300,1511,1283,331,615,137,5804
116031315,18,11,3,0,0,7,0,9,0,51,10,13,5,8,15,12,0,3,23,85,288,489,404,227,432,364,75,212,61,2556
116031316,11,9,5,0,3,5,0,0,0,37,10,6,3,0,8,11,0,6,24,68,143,193,166,106,275,197,52,129,37,1291
116031317,69,36,28,12,45,66,13,25,4,291,41,41,31,3,76,50,11,19,73,354,1134,998,806,427,1428,1163,289,399,161,6801
116031318,36,27,29,15,139,158,45,74,0,527,110,123,172,106,591,420,85,140,237,1986,1435,1327,1560,1073,6025,4887,1315,2365,477,20456
116031319,46,47,29,20,74,61,18,34,0,331,46,99,56,34,120,85,9,33,123,610,1182,1344,1406,885,2739,2598,771,1723,278,12921
117011320,14,18,17,4,37,39,9,17,0,157,42,63,56,40,192,180,42,72,78,765,570,676,612,430,1990,2049,682,1110,158,8268
117011321,37,37,32,12,75,58,15,34,0,297,33,71,56,25,116,132,35,62,46,579,615,730,770,428,1413,1706,416,971,123,7176
117011323,54,18,24,0,18,19,0,3,0,140,6,19,21,7,38,34,10,11,23,170,710,823,646,295,750,662,154,332,66,4429
117011324,12,11,12,6,55,55,16,18,3,189,15,17,17,10,56,74,11,25,49,276,276,231,320,187,1199,1105,378,679,97,4476
117011325,11,9,7,5,8,10,0,0,0,45,21,16,18,7,26,45,0,11,93,235,2024,1192,1162,648,1947,1642,473,516,191,9799
117011634,9,8,0,3,8,5,0,0,0,32,3,9,3,4,5,8,6,3,7,48,163,281,169,74,232,218,54,116,24,1334
117011635,129,38,54,26,159,192,37,80,7,730,62,77,71,41,236,200,26,88,161,961,2161,1839,1971,1076,4480,5112,1166,2232,349,20383
117021327,48,42,28,19,30,31,10,16,4,225,21,30,31,13,31,50,14,21,47,256,653,1001,718,386,1027,1115,243,626,99,5875
117021328,44,49,40,13,57,58,15,32,3,314,27,46,59,22,73,75,19,33,60,427,677,762,800,391,1303,1189,309,770,127,6333
117021636,89,81,72,14,67,79,16,29,7,440,63,101,90,42,152,144,17,48,90,744,1145,1443,1264,664,1669,1636,427,761,186,9187
117021637,41,30,18,17,25,17,12,6,0,160,28,32,26,14,36,38,8,11,28,210,377,667,550,317,774,700,177,350,58,3968
117031329,98,51,40,21,38,42,9,27,0,323,42,59,48,34,92,125,31,61,114,617,1147,1398,1375,1055,2699,3502,753,1701,215,13842
117031330,125,108,86,47,259,178,34,59,13,905,124,178,175,90,434,488,80,197,214,1989,2376,2469,2467,1441,5963,6183,1587,2968,421,25872
117031331,87,63,43,17,98,63,21,38,0,436,28,33,40,10,40,60,11,27,87,345,1058,1403,953,475,1619,1481,439,962,148,8542
117031333,110,62,77,36,173,126,23,41,3,653,35,51,49,33,110,127,29,103,94,627,1196,1438,1233,722,2753,3523,933,2749,224,14771
117031336,232,111,95,51,214,138,45,55,9,950,115,124,134,66,314,516,118,232,215,1824,2348,2538,2402,1552,7387,9294,2209,3813,384,31927
117031638,62,74,89,65,195,163,34,60,4,745,29,38,42,11,59,72,14,27,99,386,1187,1770,1681,994,4534,4224,849,2015,211,17462
117031639,32,16,15,12,23,7,9,5,0,114,19,30,21,14,57,98,17,49,36,334,416,496,455,253,1095,1380,342,620,62,5127
117031640,143,62,43,24,60,41,6,18,5,399,16,34,23,18,32,36,9,18,32,218,813,1133,812,406,1004,1026,264,555,80,6088
117031641,40,21,16,23,38,47,7,18,0,213,54,66,64,30,191,235,54,109,155,964,2729,1134,1125,758,4005,5178,1249,2344,292,18812
117031642,62,39,30,14,115,62,14,41,3,382,48,66,52,45,117,205,33,88,133,782,1214,1127,1332,1025,5058,7166,1459,2482,301,21166
117031643,42,36,25,10,70,59,9,19,3,279,29,60,61,35,124,149,35,59,56,627,560,762,643,360,1448,1662,388,774,104,6701
117031644,550,271,289,193,946,769,229,349,27,3622,730,570,553,333,1853,2597,532,1234,1963,10358,18704,13097,14933,11268,65695,89067,22719,51588,3622,290697
117031645,208,90,117,42,253,184,44,67,4,999,189,159,149,61,307,392,70,140,424,1888,4721,3790,3892,2051,14210,14143,3275,5600,788,52468
117031646,42,48,34,20,85,78,28,37,0,372,41,44,51,28,103,122,23,54,95,555,950,1623,1293,736,4394,3314,904,1676,186,15066
117031647,73,64,45,19,115,71,13,26,7,425,25,58,32,17,84,76,13,34,43,393,450,803,629,319,1174,1199,277,577,80,5506
117031648,32,23,20,10,30,21,6,5,0,142,10,27,19,13,34,37,9,20,22,195,359,566,465,198,547,680,137,289,51,3297
118011339,35,51,23,15,13,38,0,11,0,195,19,24,31,14,25,37,8,21,30,202,283,780,538,261,440,698,152,441,63,3659
118011340,75,54,27,12,27,33,11,16,5,257,18,51,29,19,31,51,9,36,43,285,644,1094,765,335,595,852,211,578,99,5168
118011341,175,77,56,16,38,59,13,23,8,462,43,57,63,32,75,123,10,57,113,564,2304,2277,1841,931,2475,2608,648,1298,256,14644
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,7,15,5,20,11,5,0,3,78
118011344,29,17,17,5,3,0,5,9,0,79,3,29,16,4,10,15,4,10,14,96,110,345,266,147,167,325,66,211,34,1678
118011345,120,52,39,22,35,21,11,19,3,325,21,46,32,22,48,94,21,55,85,419,991,1239,882,500,1279,2117,583,1739,157,9490
118011346,48,23,13,5,13,14,3,14,0,139,10,27,29,16,20,40,14,33,46,241,461,774,642,309,643,985,218,576,95,4708
118011347,37,26,25,11,21,19,3,15,5,157,5,26,22,5,15,21,7,8,29,141,296,536,455,230,434,565,148,322,55,3049
118011649,15,22,14,7,9,11,0,10,3,89,12,33,26,13,11,34,6,23,33,190,282,632,433,215,507,636,164,476,77,3419
118011650,115,57,28,26,32,35,10,21,9,321,21,53,28,22,46,65,14,38,49,331,691,1131,760,420,924,1159,310,838,119,6357
118021564,3,31,10,11,20,24,9,9,3,123,17,34,22,4,23,32,5,11,67,208,534,1538,927,351,2908,1600,438,966,118,9386
118021565,19,27,20,8,15,43,11,22,0,162,12,11,9,6,4,14,0,3,12,70,280,461,290,135,282,376,77,159,30,2088
118021566,13,16,9,3,9,0,0,3,0,56,0,6,9,3,11,9,0,11,16,71,204,376,273,171,385,389,93,204,39,2128
118021567,13,11,9,7,9,12,5,4,0,65,4,9,10,5,4,6,3,7,5,56,158,277,246,114,196,279,66,142,25,1489
118021568,34,21,14,6,13,8,0,9,0,104,5,10,12,5,17,15,6,0,25,91,260,532,360,177,432,352,111,181,48,2457
118021569,52,29,21,14,21,24,15,12,0,181,13,15,28,3,11,24,3,18,39,159,370,688,586,296,838,903,243,432,71,4420
118021570,58,27,22,3,15,38,0,6,5,173,30,26,30,12,51,56,10,27,107,345,1160,1492,1508,984,2697,3348,649,1354,213,13406
118021651,59,49,24,12,14,22,5,12,0,205,11,38,20,8,16,30,5,20,25,181,563,822,506,252,456,611,138,399,65,3819
118021652,16,23,25,9,32,15,0,4,4,125,13,6,5,6,14,13,0,8,23,88,261,412,368,198,735,809,161,264,58,3262
118021653,17,23,5,3,10,18,9,9,0,92,15,20,24,7,27,33,4,13,19,153,240,407,360,202,501,550,144,288,40,2726
118021654,7,3,4,3,3,0,0,3,0,21,0,13,0,3,3,0,0,5,8,35,49,130,96,61,75,116,19,80,12,643
119011354,31,19,8,5,3,7,0,11,0,87,30,15,15,3,19,8,3,9,34,136,470,633,427,263,532,442,110,260,79,3212
119011355,63,33,37,24,137,98,29,28,11,452,58,62,65,44,139,111,25,42,134,682,838,737,773,399,2731,2224,597,1397,253,9953
119011356,52,73,63,24,150,130,21,50,8,569,146,131,96,59,347,288,54,113,162,1401,1679,1461,1163,702,3498,3184,702,1286,308,13986
119011358,53,20,15,9,39,43,12,23,4,217,21,30,22,21,50,54,14,13,39,269,627,739,514,281,751,678,146,309,93,4132
