POW_SA2_CODE_2021,Ad_Dip_300_399_Mng,Ad_Dip_300_399_Pro,Ad_Dip_300_399_TecTW,Ad_Dip_300_399_CoPSW,Ad_Dip_300_399_ClAW,Ad_Dip_300_399_SWks,Ad_Dip_300_399_MaOpDv,Ad_Dip_300_399_Lab,Ad_Dip_300_399_IDNS,Ad_Dip_300_399_Tot,Ad_Dip_400_499_Mng,Ad_Dip_400_499_Pro,Ad_Dip_400_499_TecTW,Ad_Dip_400_499_CoPSW,Ad_Dip_400_499_ClAW,Ad_Dip_400_499_SWks,Ad_Dip_400_499_MaOpDv,Ad_Dip_400_499_Lab,Ad_Dip_400_499_IDNS,Ad_Dip_400_499_Tot,Ad_Dip_500_649_Mng,Ad_Dip_500_649_Pro,Ad_Dip_500_649_TecTW,Ad_Dip_500_649_CoPSW,Ad_Dip_500_649_ClAW,Ad_Dip_500_649_SWks,Ad_Dip_500_649_MaOpDv,Ad_Dip_500_649_Lab,Ad_Dip_500_649_IDNS,Ad_Dip_500_649_Tot,Ad_Dip_650_799_Mng,Ad_Dip_650_799_Pro,Ad_Dip_650_799_TecTW,Ad_Dip_650_799_CoPSW,Ad_Dip_650_799_ClAW,Ad_Dip_650_799_SWks,Ad_Dip_650_799_MaOpDv,Ad_Dip_650_799_Lab,Ad_Dip_650_799_IDNS,Ad_Dip_650_799_Tot,Ad_Dip_800_999_Mng,Ad_Dip_800_999_Pro,Ad_Dip_800_999_TecTW,Ad_Dip_800_999_CoPSW,Ad_Dip_800_999_ClAW,Ad_Dip_800_999_SWks,Ad_Dip_800_999_MaOpDv,Ad_Dip_800_999_Lab,Ad_Dip_800_999_IDNS,Ad_Dip_800_999_Tot,Ad_Dip_1000_1249_Mng,Ad_Dip_1000_1249_Pro,Ad_Dip_1000_1249_TecTW,Ad_Dip_1000_1249_CoPSW,Ad_Dip_1000_1249_ClAW,Ad_Dip_1000_1249_SWks,Ad_Dip_1000_1249_MaOpDv,Ad_Dip_1000_1249_Lab,Ad_Dip_1000_1249_IDNS,Ad_Dip_1000_1249_Tot,Ad_Dip_1250_1499_Mng,Ad_Dip_1250_1499_Pro,Ad_Dip_1250_1499_TecTW,Ad_Dip_1250_1499_CoPSW,Ad_Dip_1250_1499_ClAW,Ad_Dip_1250_1499_SWks,Ad_Dip_1250_1499_MaOpDv,Ad_Dip_1250_1499_Lab,Ad_Dip_1250_1499_IDNS,Ad_Dip_1250_1499_Tot,Ad_Dip_1500_1749_Mng,Ad_Dip_1500_1749_Pro,Ad_Dip_1500_1749_TecTW,Ad_Dip_1500_1749_CoPSW,Ad_Dip_1500_1749_ClAW,Ad_Dip_1500_1749_SWks,Ad_Dip_1500_1749_MaOpDv,Ad_Dip_1500_1749_Lab,Ad_Dip_1500_1749_IDNS,Ad_Dip_1500_1749_Tot,Ad_Dip_1750_1999_Mng,Ad_Dip_1750_1999_Pro,Ad_Dip_1750_1999_TecTW,Ad_Dip_1750_1999_CoPSW,Ad_Dip_1750_1999_ClAW,Ad_Dip_1750_1999_SWks,Ad_Dip_1750_1999_MaOpDv,Ad_Dip_1750_1999_Lab,Ad_Dip_1750_1999_IDNS,Ad_Dip_1750_1999_Tot,Ad_Dip_2000_2999_Mng,Ad_Dip_2000_2999_Pro,Ad_Dip_2000_2999_TecTW,Ad_Dip_2000_2999_CoPSW,Ad_Dip_2000_2999_ClAW,Ad_Dip_2000_2999_SWks,Ad_Dip_2000_2999_MaOpDv,Ad_Dip_2000_2999_Lab,Ad_Dip_2000_2999_IDNS,Ad_Dip_2000_2999_Tot,Ad_Dip_3000_3499_Mng,Ad_Dip_3000_3499_Pro,Ad_Dip_3000_3499_TecTW,Ad_Dip_3000_3499_CoPSW,Ad_Dip_3000_3499_ClAW,Ad_Dip_3000_3499_SWks,Ad_Dip_3000_3499_MaOpDv,Ad_Dip_3000_3499_Lab,Ad_Dip_3000_3499_IDNS,Ad_Dip_3000_3499_Tot,Ad_Dip_3500mo_Mng,Ad_Dip_3500mo_Pro,Ad_Dip_3500mo_TecTW,Ad_Dip_3500mo_CoPSW,Ad_Dip_3500mo_ClAW,Ad_Dip_3500mo_SWks,Ad_Dip_3500mo_MaOpDv,Ad_Dip_3500mo_Lab,Ad_Dip_3500mo_IDNS,Ad_Dip_3500mo_Tot,Ad_Dip_PINS_Mng,Ad_Dip_PINS_Pro,Ad_Dip_PINS_TecTW,Ad_Dip_PINS_CoPSW,Ad_Dip_PINS_ClAW,Ad_Dip_PINS_SWks,Ad_Dip_PINS_MaOpDv,Ad_Dip_PINS_Lab,Ad_Dip_PINS_IDNS,Ad_Dip_PINS_Tot,Ad_Dip_Tot_Mng,Ad_Dip_Tot_Pro,Ad_Dip_Tot_TecTW,Ad_Dip_Tot_CoPSW,Ad_Dip_Tot_ClAW,Ad_Dip_Tot_SWks,Ad_Dip_Tot_MaOpDv,Ad_Dip_Tot_Lab,Ad_Dip_Tot_IDNS,Ad_Dip_Tot_Tot,CL_nfd_NNI_Mng,CL_nfd_NNI_Pro,CL_nfd_NNI_TecTW,CL_nfd_NNI_CoPSW,CL_nfd_NNI_ClAW,CL_nfd_NNI_SWks,CL_nfd_NNI_MaOpDv,CL_nfd_NNI_Lab,CL_nfd_NNI_IDNS,CL_nfd_NNI_Tot,CL_nfd_1_149_Mng,CL_nfd_1_149_Pro,CL_nfd_1_149_TecTW,CL_nfd_1_149_CoPSW,CL_nfd_1_149_ClAW,CL_nfd_1_149_SWks,CL_nfd_1_149_MaOpDv,CL_nfd_1_149_Lab,CL_nfd_1_149_IDNS,CL_nfd_1_149_Tot,CL_nfd_150_299_Mng,CL_nfd_150_299_Pro,CL_nfd_150_299_TecTW,CL_nfd_150_299_CoPSW,CL_nfd_150_299_ClAW,CL_nfd_150_299_SWks,CL_nfd_150_299_MaOpDv,CL_nfd_150_299_Lab,CL_nfd_150_299_IDNS,CL_nfd_150_299_Tot,CL_nfd_300_399_Mng,CL_nfd_300_399_Pro,CL_nfd_300_399_TecTW,CL_nfd_300_399_CoPSW,CL_nfd_300_399_ClAW,CL_nfd_300_399_SWks,CL_nfd_300_399_MaOpDv,CL_nfd_300_399_Lab,CL_nfd_300_399_IDNS,CL_nfd_300_399_Tot,CL_nfd_400_499_Mng,CL_nfd_400_499_Pro,CL_nfd_400_499_TecTW,CL_nfd_400_499_CoPSW,CL_nfd_400_499_ClAW,CL_nfd_400_499_SWks,CL_nfd_400_499_MaOpDv,CL_nfd_400_499_Lab,CL_nfd_400_499_IDNS,CL_nfd_400_499_Tot,CL_nfd_500_649_Mng,CL_nfd_500_649_Pro,CL_nfd_500_649_TecTW,CL_nfd_500_649_CoPSW,CL_nfd_500_649_ClAW,CL_nfd_500_649_SWks,CL_nfd_500_649_MaOpDv,CL_nfd_500_649_Lab,CL_nfd_500_649_IDNS,CL_nfd_500_649_Tot
510011266,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,3,3,0,16,4,0,0,3,0,0,0,0,0,11,3,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,6,8,8,4,6,5,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510021267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,12,0,0,13,4,3,0,6,11,3,40,3,4,14,7,11,0,9,29,3,80,4,8,24,0,4,0,29,7,5,93,12,11,32,7,8,0,33,5,0,99,22,69,115,24,15,0,132,26,0,394,19,42,79,5,5,0,44,3,0,194,72,38,93,3,12,0,29,3,5,249,0,3,0,0,0,0,0,0,0,7,128,180,372,48,61,8,295,88,16,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510021268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,10,3,0,0,3,0,3,0,0,0,14,0,10,4,3,4,0,0,3,0,26,4,8,5,3,0,0,5,4,4,39,4,4,5,6,17,4,7,5,0,42,10,10,4,7,3,0,9,0,0,40,13,9,34,13,5,0,26,0,0,100,4,10,20,0,0,0,6,3,0,41,18,8,23,0,0,0,6,0,0,52,0,4,0,0,0,0,0,0,0,4,46,53,106,46,33,12,58,21,7,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
510021269,0,0,0,4,4,0,0,0,0,8,0,0,0,0,3,0,0,3,0,3,0,0,0,4,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,3,4,0,4,0,0,22,5,0,3,6,5,0,4,4,0,38,7,5,8,4,3,3,0,0,0,35,8,4,7,0,15,0,3,0,0,50,10,7,18,5,13,0,9,4,0,54,23,33,40,15,19,3,27,13,3,175,13,16,38,0,0,0,18,4,0,98,24,70,43,0,7,0,19,3,0,168,0,0,0,0,0,0,0,0,0,3,97,151,164,38,75,13,93,44,9,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510021270,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,3,5,7,0,0,0,13,3,3,5,7,0,3,0,0,0,16,4,0,4,11,12,0,0,0,0,28,6,0,3,16,10,3,0,3,0,45,3,3,3,10,12,4,0,0,0,36,5,14,3,16,0,0,0,4,0,42,3,4,0,9,9,0,0,5,0,36,7,15,10,19,7,0,0,0,0,57,6,0,4,0,0,0,0,0,0,14,9,7,10,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,50,53,44,92,49,11,6,24,3,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3
510031271,0,0,0,3,0,0,0,3,0,7,0,0,0,3,7,0,0,3,0,9,0,0,0,0,0,4,0,0,0,10,0,0,0,9,3,0,0,3,0,21,4,0,3,15,3,0,4,0,0,33,6,0,9,3,4,0,14,14,0,54,3,6,10,6,17,3,18,16,0,80,9,0,21,6,13,0,16,16,0,90,10,8,16,5,10,0,28,10,0,90,25,65,92,30,31,0,109,25,9,387,17,42,66,0,9,0,42,5,4,191,67,64,131,0,7,0,22,7,0,307,0,0,0,0,0,0,0,3,0,8,148,199,354,103,106,13,252,106,13,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
510031272,0,0,6,4,4,0,0,0,0,15,0,3,0,4,0,4,0,0,0,12,0,0,0,7,5,5,0,0,0,24,7,4,3,12,9,7,0,5,0,38,3,7,5,16,16,3,0,0,0,59,8,0,12,21,18,4,0,9,0,82,5,11,12,15,20,3,10,6,0,78,18,18,14,13,17,5,4,4,0,96,6,15,14,8,16,6,9,0,6,72,48,30,22,23,15,8,12,0,0,156,10,17,15,7,3,0,4,4,3,66,18,31,16,3,5,3,3,0,5,83,0,0,0,0,0,0,0,0,0,4,129,142,129,132,135,39,42,39,12,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510031273,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,7,0,5,9,4,4,0,0,0,0,15,0,4,7,8,3,0,3,0,0,23,0,10,3,4,3,0,0,12,0,37,0,3,6,4,7,3,8,5,0,41,0,12,17,12,6,0,6,3,0,57,11,39,43,15,5,0,31,12,3,158,18,27,26,3,10,0,14,0,0,102,47,55,87,0,11,0,12,4,6,223,0,0,0,0,0,0,0,0,0,3,85,150,206,69,60,9,71,42,14,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511011274,0,0,0,5,0,0,5,4,0,12,3,0,0,8,3,0,0,6,0,18,0,4,3,4,9,0,4,4,0,36,8,3,3,14,8,4,0,0,0,42,10,4,3,15,6,6,0,3,0,51,7,8,13,11,14,5,4,0,0,57,14,14,9,8,13,0,3,0,0,59,17,10,0,0,10,3,0,0,0,52,3,6,8,4,4,3,6,4,0,36,15,24,8,9,6,8,9,0,0,73,7,4,0,4,4,4,0,0,0,13,3,7,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,92,84,51,90,90,29,24,26,7,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,9
511011275,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,10,3,5,3,3,0,0,0,0,0,14,14,0,3,3,0,0,0,3,0,28,3,7,3,9,0,0,7,0,0,22,3,3,3,0,5,0,0,3,0,19,6,0,5,0,0,0,6,0,0,19,10,4,11,10,0,0,10,0,0,47,11,4,0,0,0,0,0,0,0,19,12,0,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,3,79,28,34,24,12,0,28,18,6,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6
511021276,0,0,0,0,0,4,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,9,9,0,0,9,0,16,3,7,0,3,0,0,0,0,0,14,3,0,0,8,4,0,3,0,0,17,3,0,0,8,5,0,0,0,0,26,8,9,4,3,5,0,0,0,0,21,0,0,0,4,0,0,0,0,0,18,7,6,0,6,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,33,26,9,40,27,11,10,13,3,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511021277,0,0,0,0,0,0,0,0,0,6,3,4,0,5,0,0,0,5,0,20,0,3,0,0,3,0,0,0,0,11,0,0,0,5,0,0,0,0,0,22,3,6,4,8,7,6,0,4,0,37,13,10,3,8,3,3,0,10,0,44,3,4,7,0,0,0,0,0,0,24,9,4,0,4,6,0,6,7,0,26,6,5,0,0,4,0,4,0,0,15,10,5,8,3,3,0,0,5,0,24,3,0,5,0,0,0,0,0,0,13,5,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,62,41,32,37,24,18,11,33,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
511031278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,0,0,0,6,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,10,7,0,0,8,4,0,0,0,0,23,0,4,0,3,0,0,0,0,0,16,9,7,6,0,0,0,9,0,0,28,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,37,25,11,23,17,5,15,11,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
511031279,0,0,0,4,0,0,0,3,0,14,0,0,5,10,4,5,0,10,0,30,4,4,0,5,9,5,0,5,0,32,0,5,3,13,7,3,3,8,0,48,9,5,0,27,6,10,0,5,0,68,16,9,9,28,38,3,4,5,0,113,8,10,10,17,27,7,9,0,0,102,17,27,18,19,14,5,3,0,0,104,16,13,14,12,12,0,5,0,3,86,38,32,29,25,16,3,13,6,0,147,13,9,15,0,0,0,0,0,0,45,20,6,5,3,0,10,0,0,0,42,6,0,0,0,0,0,0,0,0,10,143,128,120,174,150,44,42,42,7,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,8,0,0,0,9
511031280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,16,0,0,0,3,5,0,0,0,0,11,3,0,5,7,0,0,0,0,0,15,0,4,0,0,5,0,0,0,0,12,0,10,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,4,21,24,4,7,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,0,0,6,3,4,0,4,3,0,21,0,5,3,0,9,0,5,7,0,26,0,4,8,0,3,0,10,0,0,29,0,4,7,0,9,4,14,4,4,39,10,29,32,6,4,0,38,4,0,117,12,10,16,3,0,0,3,0,4,43,14,9,7,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,5,42,68,77,24,26,3,76,23,9,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,4,5,0,8,0,3,9,5,9,0,5,8,0,32,3,5,10,7,8,0,9,10,0,49,6,0,10,13,16,0,13,9,0,59,0,10,20,0,3,0,36,10,4,86,13,49,68,16,0,0,68,7,4,227,9,23,17,3,3,0,19,0,5,81,43,13,20,0,0,0,3,0,0,87,0,0,4,0,0,0,0,0,0,8,77,104,159,43,49,0,167,40,7,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,7,0,0,10,0,5,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,8,0,8,4,0,0,0,10,0,0,20,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,6,0,23,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,0,6,4,7,0,8,0,8,0,34,5,6,0,11,12,6,0,10,0,36,7,4,10,32,20,6,4,10,0,99,5,19,10,43,21,15,3,10,4,123,9,12,6,52,31,9,3,6,0,139,12,25,18,68,41,8,3,12,4,195,20,36,11,26,37,3,3,3,3,146,22,61,15,25,33,4,6,0,0,169,22,31,11,21,5,0,4,5,5,104,59,55,14,35,12,3,6,3,0,187,9,7,4,0,3,4,0,0,0,30,8,14,0,0,9,9,0,0,0,34,0,3,0,0,0,0,0,0,0,5,185,288,105,342,227,69,30,56,20,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,5,0,0,5,0,12,0,0,0,0,0,4,0,0,0,8,0,0,0,4,0,0,0,0,0,15
511041286,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,15,3,5,0,10,3,3,0,0,0,17,4,3,0,8,0,0,0,6,0,24,5,3,3,8,0,0,0,0,0,21,3,3,0,8,0,0,0,0,0,16,0,0,3,4,0,0,0,0,0,17,0,4,0,7,0,0,0,5,3,16,19,4,8,7,3,0,5,0,0,50,5,0,0,0,0,0,7,0,0,5,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,43,37,21,60,14,7,17,11,3,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041287,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,5,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,12,19,7,4,3,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041288,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,6,0,0,0,9,0,0,0,0,0,8,4,0,0,5,0,0,0,0,0,14,0,3,0,5,3,0,0,0,0,13,3,3,0,4,0,0,0,0,0,8,5,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,3,25,8,3,0,6,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
511041289,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,7,0,0,0,3,0,4,0,0,0,13,0,0,0,6,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,11,0,0,3,3,0,4,0,0,0,9,3,0,5,0,0,0,0,0,0,5,3,0,0,0,0,0,0,6,0,9,0,4,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,16,16,21,12,8,0,13,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041290,3,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,3,0,0,4,3,0,0,4,0,16,3,5,5,0,7,3,5,5,0,26,5,4,14,0,3,0,10,5,0,41,6,7,12,4,3,0,17,5,0,43,18,21,30,9,5,0,37,3,0,118,9,20,11,3,0,0,7,0,0,51,14,17,8,0,0,0,3,3,0,41,0,0,0,0,0,0,0,0,0,5,60,78,88,26,18,6,76,23,5,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
511041291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,11,8,0,0,0,0,0,0,4,0,13,0,6,0,3,4,0,0,0,0,19,3,0,0,3,5,0,0,0,0,17,3,0,0,5,4,0,0,0,0,9,4,6,5,0,0,0,0,0,0,15,11,12,3,3,0,0,13,0,0,49,9,4,3,0,0,0,0,0,0,20,10,0,0,0,0,0,3,0,0,18,6,0,0,0,0,0,0,0,0,6,59,31,16,24,21,0,20,14,3,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
