DATAFLOW,MEDAVG,REGION,REGION_TYPE,STATE,TIME_PERIOD,OBS_VALUE 
ABS:C21_G02_POA(1.0.0),3,3699,POA,2,2021,1493
ABS:C21_G02_POA(1.0.0),3,4817,POA,3,2021,2097
ABS:C21_G02_POA(1.0.0),3,3384,POA,2,2021,1381
ABS:C21_G02_POA(1.0.0),3,6535,POA,5,2021,1455
ABS:C21_G02_POA(1.0.0),3,4718,POA,3,2021,2171
ABS:C21_G02_POA(1.0.0),3,3750,POA,2,2021,2027
ABS:C21_G02_POA(1.0.0),3,2330,POA,1,2021,2272
ABS:C21_G02_POA(1.0.0),3,3355,POA,2,2021,1398
ABS:C21_G02_POA(1.0.0),3,4364,POA,3,2021,1625
ABS:C21_G02_POA(1.0.0),3,4756,POA,3,2021,1604
ABS:C21_G02_POA(1.0.0),3,3675,POA,2,2021,1746
ABS:C21_G02_POA(1.0.0),3,7302,POA,6,2021,1602
ABS:C21_G02_POA(1.0.0),3,6606,POA,5,2021,1350
ABS:C21_G02_POA(1.0.0),3,3723,POA,2,2021,1591
ABS:C21_G02_POA(1.0.0),3,5490,POA,4,2021,1437
ABS:C21_G02_POA(1.0.0),3,4738,POA,3,2021,1875
ABS:C21_G02_POA(1.0.0),4,3516,POA,2,2021,1408
ABS:C21_G02_POA(1.0.0),4,4454,POA,3,2021,1509
ABS:C21_G02_POA(1.0.0),4,4895,POA,3,2021,1028
ABS:C21_G02_POA(1.0.0),4,3549,POA,2,2021,1367
ABS:C21_G02_POA(1.0.0),4,5162,POA,4,2021,1308
ABS:C21_G02_POA(1.0.0),4,3483,POA,2,2021,1278
ABS:C21_G02_POA(1.0.0),4,4065,POA,3,2021,3394
ABS:C21_G02_POA(1.0.0),4,2500,POA,1,2021,1621
ABS:C21_G02_POA(1.0.0),4,3182,POA,2,2021,1803
ABS:C21_G02_POA(1.0.0),4,2427,POA,1,2021,889
ABS:C21_G02_POA(1.0.0),4,6328,POA,5,2021,1342
ABS:C21_G02_POA(1.0.0),4,2151,POA,1,2021,1957
ABS:C21_G02_POA(1.0.0),4,4503,POA,3,2021,1705
ABS:C21_G02_POA(1.0.0),4,3462,POA,2,2021,1146
ABS:C21_G02_POA(1.0.0),4,2473,POA,1,2021,1058
ABS:C21_G02_POA(1.0.0),4,3200,POA,2,2021,1128
ABS:C21_G02_POA(1.0.0),4,5211,POA,4,2021,994
ABS:C21_G02_POA(1.0.0),4,4488,POA,3,2021,1069
ABS:C21_G02_POA(1.0.0),4,4550,POA,3,2021,1646
ABS:C21_G02_POA(1.0.0),4,6358,POA,5,2021,1550
ABS:C21_G02_POA(1.0.0),5,2293,POA,1,2021,2000
ABS:C21_G02_POA(1.0.0),5,3945,POA,2,2021,1634
ABS:C21_G02_POA(1.0.0),5,0835,POA,7,2021,2388
ABS:C21_G02_POA(1.0.0),5,3037,POA,2,2021,1838
ABS:C21_G02_POA(1.0.0),5,2820,POA,1,2021,1083
ABS:C21_G02_POA(1.0.0),5,4179,POA,3,2021,2123
ABS:C21_G02_POA(1.0.0),5,6108,POA,5,2021,1625
ABS:C21_G02_POA(1.0.0),5,3280,POA,2,2021,1408
ABS:C21_G02_POA(1.0.0),5,4659,POA,3,2021,1300
ABS:C21_G02_POA(1.0.0),5,3309,POA,2,2021,520
ABS:C21_G02_POA(1.0.0),5,4216,POA,3,2021,1800
ABS:C21_G02_POA(1.0.0),5,3909,POA,2,2021,1300
ABS:C21_G02_POA(1.0.0),5,5012,POA,4,2021,1506
ABS:C21_G02_POA(1.0.0),5,4154,POA,3,2021,2383
ABS:C21_G02_POA(1.0.0),5,4301,POA,3,2021,1517
ABS:C21_G02_POA(1.0.0),5,3267,POA,2,2021,800
ABS:C21_G02_POA(1.0.0),5,2316,POA,1,2021,1842
ABS:C21_G02_POA(1.0.0),5,2839,POA,1,2021,733
ABS:C21_G02_POA(1.0.0),5,6074,POA,5,2021,2000
ABS:C21_G02_POA(1.0.0),5,3880,POA,2,2021,1200
ABS:C21_G02_POA(1.0.0),5,5414,POA,4,2021,1083
ABS:C21_G02_POA(1.0.0),5,3332,POA,2,2021,1733
ABS:C21_G02_POA(1.0.0),5,3056,POA,2,2021,2156
ABS:C21_G02_POA(1.0.0),5,2230,POA,1,2021,2600
ABS:C21_G02_POA(1.0.0),6,4005,POA,3,2021,450
ABS:C21_G02_POA(1.0.0),6,4745,POA,3,2021,100
ABS:C21_G02_POA(1.0.0),6,3147,POA,2,2021,410
ABS:C21_G02_POA(1.0.0),6,2625,POA,1,2021,400
ABS:C21_G02_POA(1.0.0),6,2080,POA,1,2021,568
ABS:C21_G02_POA(1.0.0),6,4384,POA,3,2021,300
ABS:C21_G02_POA(1.0.0),6,2905,POA,8,2021,430
ABS:C21_G02_POA(1.0.0),6,2712,POA,1,2021,178
ABS:C21_G02_POA(1.0.0),6,2609,POA,8,2021,322
ABS:C21_G02_POA(1.0.0),6,5142,POA,4,2021,385
ABS:C21_G02_POA(1.0.0),6,2649,POA,1,2021,0
ABS:C21_G02_POA(1.0.0),6,3688,POA,2,2021,280
ABS:C21_G02_POA(1.0.0),6,0870,POA,7,2021,390
ABS:C21_G02_POA(1.0.0),6,3167,POA,2,2021,418
ABS:C21_G02_POA(1.0.0),6,3111,POA,2,2021,450
ABS:C21_G02_POA(1.0.0),6,3129,POA,2,2021,438
ABS:C21_G02_POA(1.0.0),6,2135,POA,1,2021,480
ABS:C21_G02_POA(1.0.0),6,3715,POA,2,2021,271
ABS:C21_G02_POA(1.0.0),6,3757,POA,2,2021,349
ABS:C21_G02_POA(1.0.0),6,6537,POA,5,2021,220
ABS:C21_G02_POA(1.0.0),6,2114,POA,1,2021,430
ABS:C21_G02_POA(1.0.0),7,2797,POA,1,2021,0.8
ABS:C21_G02_POA(1.0.0),7,3559,POA,2,2021,0.7
ABS:C21_G02_POA(1.0.0),7,3472,POA,2,2021,0.8
ABS:C21_G02_POA(1.0.0),7,3821,POA,2,2021,0.8
ABS:C21_G02_POA(1.0.0),7,2465,POA,1,2021,0.8
ABS:C21_G02_POA(1.0.0),7,6707,POA,5,2021,0.9
ABS:C21_G02_POA(1.0.0),7,5730,POA,4,2021,0.9
ABS:C21_G02_POA(1.0.0),7,4496,POA,3,2021,0.8
ABS:C21_G02_POA(1.0.0),7,2517,POA,1,2021,0.8
ABS:C21_G02_POA(1.0.0),7,4104,POA,3,2021,0.8
ABS:C21_G02_POA(1.0.0),7,3022,POA,2,2021,0.8
ABS:C21_G02_POA(1.0.0),7,3857,POA,2,2021,0.8
ABS:C21_G02_POA(1.0.0),7,3505,POA,2,2021,0.8
ABS:C21_G02_POA(1.0.0),7,6333,POA,5,2021,0.7
ABS:C21_G02_POA(1.0.0),7,2441,POA,1,2021,0.8
ABS:C21_G02_POA(1.0.0),7,2775,POA,1,2021,0.8
ABS:C21_G02_POA(1.0.0),8,6397,POA,5,2021,2.1
ABS:C21_G02_POA(1.0.0),8,2286,POA,1,2021,2.7
ABS:C21_G02_POA(1.0.0),8,3340,POA,2,2021,2.7
ABS:C21_G02_POA(1.0.0),8,6077,POA,5,2021,2.6
ABS:C21_G02_POA(1.0.0),8,6470,POA,5,2021,2.8
ABS:C21_G02_POA(1.0.0),8,4711,POA,3,2021,3
ABS:C21_G02_POA(1.0.0),8,5343,POA,4,2021,2.2
ABS:C21_G02_POA(1.0.0),8,4210,POA,3,2021,3
ABS:C21_G02_POA(1.0.0),8,3633,POA,2,2021,2.7
ABS:C21_G02_POA(1.0.0),8,2580,POA,1,2021,2.4
ABS:C21_G02_POA(1.0.0),8,7162,POA,6,2021,2.5
ABS:C21_G02_POA(1.0.0),8,2323,POA,1,2021,2.5
ABS:C21_G02_POA(1.0.0),8,2256,POA,1,2021,2.2
ABS:C21_G02_POA(1.0.0),8,3664,POA,2,2021,2.3
ABS:C21_G02_POA(1.0.0),8,3274,POA,2,2021,2.4
ABS:C21_G02_POA(1.0.0),8,7012,POA,6,2021,2.7
ABS:C21_G02_POA(1.0.0),8,3300,POA,2,2021,2.2
ABS:C21_G02_POA(1.0.0),8,7276,POA,6,2021,2.3
ABS:C21_G02_POA(1.0.0),1,2121,POA,1,2021,37
ABS:C21_G02_POA(1.0.0),1,2558,POA,1,2021,36
ABS:C21_G02_POA(1.0.0),1,2573,POA,1,2021,34
ABS:C21_G02_POA(1.0.0),1,3011,POA,2,2021,34
ABS:C21_G02_POA(1.0.0),1,3154,POA,2,2021,40
ABS:C21_G02_POA(1.0.0),1,3621,POA,2,2021,41
ABS:C21_G02_POA(1.0.0),1,4307,POA,3,2021,43
ABS:C21_G02_POA(1.0.0),1,4468,POA,3,2021,50
ABS:C21_G02_POA(1.0.0),1,4742,POA,3,2021,37
ABS:C21_G02_POA(1.0.0),1,5419,POA,4,2021,45
ABS:C21_G02_POA(1.0.0),1,5501,POA,4,2021,40
ABS:C21_G02_POA(1.0.0),1,6012,POA,5,2021,42
ABS:C21_G02_POA(1.0.0),1,6051,POA,5,2021,36
ABS:C21_G02_POA(1.0.0),1,6517,POA,5,2021,43
ABS:C21_G02_POA(1.0.0),1,6558,POA,5,2021,37
ABS:C21_G02_POA(1.0.0),1,6613,POA,5,2021,40
ABS:C21_G02_POA(1.0.0),2,3413,POA,2,2021,900
ABS:C21_G02_POA(1.0.0),2,7177,POA,6,2021,620
ABS:C21_G02_POA(1.0.0),2,2354,POA,1,2021,684
ABS:C21_G02_POA(1.0.0),2,3006,POA,2,2021,1171
ABS:C21_G02_POA(1.0.0),2,4670,POA,3,2021,614
ABS:C21_G02_POA(1.0.0),2,2603,POA,8,2021,1596
ABS:C21_G02_POA(1.0.0),2,5220,POA,4,2021,687
ABS:C21_G02_POA(1.0.0),2,5153,POA,4,2021,854
ABS:C21_G02_POA(1.0.0),2,4010,POA,3,2021,1168
ABS:C21_G02_POA(1.0.0),2,2826,POA,1,2021,843
ABS:C21_G02_POA(1.0.0),2,2379,POA,1,2021,677
ABS:C21_G02_POA(1.0.0),2,6317,POA,5,2021,714
ABS:C21_G02_POA(1.0.0),2,4160,POA,3,2021,860
ABS:C21_G02_POA(1.0.0),2,6336,POA,5,2021,920
ABS:C21_G02_POA(1.0.0),2,4492,POA,3,2021,984
ABS:C21_G02_POA(1.0.0),2,6452,POA,5,2021,1500
ABS:C21_G02_POA(1.0.0),2,6365,POA,5,2021,939
ABS:C21_G02_POA(1.0.0),3,6230,POA,5,2021,1919
ABS:C21_G02_POA(1.0.0),3,5560,POA,4,2021,1329
ABS:C21_G02_POA(1.0.0),3,6112,POA,5,2021,2106
ABS:C21_G02_POA(1.0.0),3,6721,POA,5,2021,3905
ABS:C21_G02_POA(1.0.0),3,2195,POA,1,2021,1298
ABS:C21_G02_POA(1.0.0),3,5601,POA,4,2021,1281
ABS:C21_G02_POA(1.0.0),3,2172,POA,1,2021,3233
ABS:C21_G02_POA(1.0.0),3,7175,POA,6,2021,1949
ABS:C21_G02_POA(1.0.0),3,3913,POA,2,2021,2110
ABS:C21_G02_POA(1.0.0),3,4858,POA,3,2021,1712
ABS:C21_G02_POA(1.0.0),3,2631,POA,1,2021,1625
ABS:C21_G02_POA(1.0.0),3,4388,POA,3,2021,1212
ABS:C21_G02_POA(1.0.0),3,5016,POA,4,2021,2242
ABS:C21_G02_POA(1.0.0),3,2844,POA,1,2021,1467
ABS:C21_G02_POA(1.0.0),3,4207,POA,3,2021,1754
ABS:C21_G02_POA(1.0.0),3,5651,POA,4,2021,1437
ABS:C21_G02_POA(1.0.0),3,6065,POA,5,2021,2362
ABS:C21_G02_POA(1.0.0),3,3219,POA,2,2021,1646
ABS:C21_G02_POA(1.0.0),3,6079,POA,5,2021,2083
ABS:C21_G02_POA(1.0.0),4,5261,POA,4,2021,1163
ABS:C21_G02_POA(1.0.0),4,6431,POA,5,2021,1523
ABS:C21_G02_POA(1.0.0),4,2653,POA,1,2021,1304
ABS:C21_G02_POA(1.0.0),4,3824,POA,2,2021,1482
ABS:C21_G02_POA(1.0.0),4,6020,POA,5,2021,2374
ABS:C21_G02_POA(1.0.0),4,2025,POA,1,2021,3013
ABS:C21_G02_POA(1.0.0),4,5242,POA,4,2021,1851
ABS:C21_G02_POA(1.0.0),4,4736,POA,3,2021,1437
ABS:C21_G02_POA(1.0.0),4,5434,POA,4,2021,1220
ABS:C21_G02_POA(1.0.0),4,4568,POA,3,2021,1421
ABS:C21_G02_POA(1.0.0),4,7300,POA,6,2021,1504
ABS:C21_G02_POA(1.0.0),4,2448,POA,1,2021,931
ABS:C21_G02_POA(1.0.0),4,3720,POA,2,2021,1315
ABS:C21_G02_POA(1.0.0),4,2038,POA,1,2021,2683
ABS:C21_G02_POA(1.0.0),4,6530,POA,5,2021,1483
ABS:C21_G02_POA(1.0.0),4,3072,POA,2,2021,1844
ABS:C21_G02_POA(1.0.0),4,4107,POA,3,2021,2133
ABS:C21_G02_POA(1.0.0),4,5280,POA,4,2021,1095
ABS:C21_G02_POA(1.0.0),4,7120,POA,6,2021,1027
ABS:C21_G02_POA(1.0.0),4,6411,POA,5,2021,2125
ABS:C21_G02_POA(1.0.0),4,7022,POA,6,2021,1383
ABS:C21_G02_POA(1.0.0),5,3976,POA,2,2021,1583
ABS:C21_G02_POA(1.0.0),5,2792,POA,1,2021,1517
ABS:C21_G02_POA(1.0.0),5,6213,POA,5,2021,1950
ABS:C21_G02_POA(1.0.0),5,5076,POA,4,2021,1733
ABS:C21_G02_POA(1.0.0),5,2262,POA,1,2021,1733
ABS:C21_G02_POA(1.0.0),5,3636,POA,2,2021,1148
ABS:C21_G02_POA(1.0.0),5,5049,POA,4,2021,1852
ABS:C21_G02_POA(1.0.0),5,2471,POA,1,2021,1517
ABS:C21_G02_POA(1.0.0),5,6167,POA,5,2021,1562
ABS:C21_G02_POA(1.0.0),5,7291,POA,6,2021,1517
ABS:C21_G02_POA(1.0.0),5,0873,POA,7,2021,2303
ABS:C21_G02_POA(1.0.0),5,4486,POA,3,2021,650
ABS:C21_G02_POA(1.0.0),5,6326,POA,5,2021,1444
ABS:C21_G02_POA(1.0.0),5,5035,POA,4,2021,1733
ABS:C21_G02_POA(1.0.0),5,4347,POA,3,2021,1357
ABS:C21_G02_POA(1.0.0),5,5160,POA,4,2021,2167
ABS:C21_G02_POA(1.0.0),5,5734,POA,4,2021,0
ABS:C21_G02_POA(1.0.0),5,3512,POA,2,2021,693
ABS:C21_G02_POA(1.0.0),6,6072,POA,5,2021,350
ABS:C21_G02_POA(1.0.0),6,4810,POA,3,2021,300
ABS:C21_G02_POA(1.0.0),6,2094,POA,1,2021,720
ABS:C21_G02_POA(1.0.0),6,5577,POA,4,2021,160
ABS:C21_G02_POA(1.0.0),6,3875,POA,2,2021,280
ABS:C21_G02_POA(1.0.0),6,7211,POA,6,2021,200
ABS:C21_G02_POA(1.0.0),6,4031,POA,3,2021,375
ABS:C21_G02_POA(1.0.0),6,3304,POA,2,2021,180
ABS:C21_G02_POA(1.0.0),6,5520,POA,4,2021,150
ABS:C21_G02_POA(1.0.0),6,2735,POA,1,2021,220
ABS:C21_G02_POA(1.0.0),6,4849,POA,3,2021,252
ABS:C21_G02_POA(1.0.0),6,6005,POA,5,2021,400
ABS:C21_G02_POA(1.0.0),6,4870,POA,3,2021,310
ABS:C21_G02_POA(1.0.0),6,6712,POA,5,2021,0
ABS:C21_G02_POA(1.0.0),6,5412,POA,4,2021,225
ABS:C21_G02_POA(1.0.0),6,6476,POA,5,2021,400
ABS:C21_G02_POA(1.0.0),6,3429,POA,2,2021,361
ABS:C21_G02_POA(1.0.0),6,4701,POA,3,2021,270
ABS:C21_G02_POA(1.0.0),6,6510,POA,5,2021,230
ABS:C21_G02_POA(1.0.0),6,2291,POA,1,2021,430
ABS:C21_G02_POA(1.0.0),6,4174,POA,3,2021,430
ABS:C21_G02_POA(1.0.0),6,6620,POA,5,2021,170
ABS:C21_G02_POA(1.0.0),6,3783,POA,2,2021,360
ABS:C21_G02_POA(1.0.0),6,5350,POA,4,2021,300
ABS:C21_G02_POA(1.0.0),6,3903,POA,2,2021,210
ABS:C21_G02_POA(1.0.0),7,2409,POA,1,2021,0.9
ABS:C21_G02_POA(1.0.0),7,2112,POA,1,2021,1
ABS:C21_G02_POA(1.0.0),7,3583,POA,2,2021,0.8
ABS:C21_G02_POA(1.0.0),7,2849,POA,1,2021,0.7
ABS:C21_G02_POA(1.0.0),7,5223,POA,4,2021,0.8
ABS:C21_G02_POA(1.0.0),7,5140,POA,4,2021,0.8
ABS:C21_G02_POA(1.0.0),7,6369,POA,5,2021,0.7
ABS:C21_G02_POA(1.0.0),7,4575,POA,3,2021,0.8
ABS:C21_G02_POA(1.0.0),7,4562,POA,3,2021,0.8
ABS:C21_G02_POA(1.0.0),7,2545,POA,1,2021,0.8
ABS:C21_G02_POA(1.0.0),7,3685,POA,2,2021,0.7
ABS:C21_G02_POA(1.0.0),7,2606,POA,8,2021,1
ABS:C21_G02_POA(1.0.0),7,7050,POA,6,2021,0.8
ABS:C21_G02_POA(1.0.0),7,6401,POA,5,2021,0.7
ABS:C21_G02_POA(1.0.0),7,6308,POA,5,2021,0.7
ABS:C21_G02_POA(1.0.0),7,7016,POA,6,2021,0.8
ABS:C21_G02_POA(1.0.0),7,3145,POA,2,2021,0.9
ABS:C21_G02_POA(1.0.0),7,5114,POA,4,2021,0.8
ABS:C21_G02_POA(1.0.0),7,6255,POA,5,2021,0.7
ABS:C21_G02_POA(1.0.0),7,3230,POA,2,2021,0.7
ABS:C21_G02_POA(1.0.0),7,3713,POA,2,2021,0.6
ABS:C21_G02_POA(1.0.0),7,5253,POA,4,2021,0.7
ABS:C21_G02_POA(1.0.0),7,4412,POA,3,2021,0.7
ABS:C21_G02_POA(1.0.0),7,4516,POA,3,2021,0.8
ABS:C21_G02_POA(1.0.0),8,4357,POA,3,2021,2.4
ABS:C21_G02_POA(1.0.0),8,2219,POA,1,2021,2.4
ABS:C21_G02_POA(1.0.0),8,3500,POA,2,2021,2.4
ABS:C21_G02_POA(1.0.0),8,6123,POA,5,2021,2.9
ABS:C21_G02_POA(1.0.0),8,2342,POA,1,2021,2.6
ABS:C21_G02_POA(1.0.0),8,6569,POA,5,2021,2.4
ABS:C21_G02_POA(1.0.0),8,3468,POA,2,2021,2
ABS:C21_G02_POA(1.0.0),8,3084,POA,2,2021,2.6
ABS:C21_G02_POA(1.0.0),8,5540,POA,4,2021,2.2
ABS:C21_G02_POA(1.0.0),8,3964,POA,2,2021,2.1
ABS:C21_G02_POA(1.0.0),8,5019,POA,4,2021,2.1
ABS:C21_G02_POA(1.0.0),8,3854,POA,2,2021,2.8
ABS:C21_G02_POA(1.0.0),8,6161,POA,5,2021,1.9
ABS:C21_G02_POA(1.0.0),8,4884,POA,3,2021,2.3
ABS:C21_G02_POA(1.0.0),8,6628,POA,5,2021,3.6
ABS:C21_G02_POA(1.0.0),8,6058,POA,5,2021,2.5
ABS:C21_G02_POA(1.0.0),8,4272,POA,3,2021,2.5
ABS:C21_G02_POA(1.0.0),8,5724,POA,4,2021,2.1
ABS:C21_G02_POA(1.0.0),8,2660,POA,1,2021,2.5
ABS:C21_G02_POA(1.0.0),8,3374,POA,2,2021,2.2
ABS:C21_G02_POA(1.0.0),8,2878,POA,1,2021,2.2
ABS:C21_G02_POA(1.0.0),8,6033,POA,5,2021,3.1
ABS:C21_G02_POA(1.0.0),8,2794,POA,1,2021,2.3
ABS:C21_G02_POA(1.0.0),8,5654,POA,4,2021,2.3
ABS:C21_G02_POA(1.0.0),8,5043,POA,4,2021,2.2
ABS:C21_G02_POA(1.0.0),8,5472,POA,4,2021,1.9
ABS:C21_G02_POA(1.0.0),8,3939,POA,2,2021,2.2
ABS:C21_G02_POA(1.0.0),8,4340,POA,3,2021,2.5
ABS:C21_G02_POA(1.0.0),8,4120,POA,3,2021,2.1
ABS:C21_G02_POA(1.0.0),1,2010,POA,1,2021,36
ABS:C21_G02_POA(1.0.0),1,2031,POA,1,2021,36
ABS:C21_G02_POA(1.0.0),1,2082,POA,1,2021,42
ABS:C21_G02_POA(1.0.0),1,2102,POA,1,2021,41
ABS:C21_G02_POA(1.0.0),1,2408,POA,1,2021,40
ABS:C21_G02_POA(1.0.0),1,2440,POA,1,2021,45
ABS:C21_G02_POA(1.0.0),1,2489,POA,1,2021,43
ABS:C21_G02_POA(1.0.0),1,2533,POA,1,2021,48
ABS:C21_G02_POA(1.0.0),1,2848,POA,1,2021,54
ABS:C21_G02_POA(1.0.0),1,2879,POA,1,2021,52
ABS:C21_G02_POA(1.0.0),1,3064,POA,2,2021,31
ABS:C21_G02_POA(1.0.0),1,3136,POA,2,2021,40
ABS:C21_G02_POA(1.0.0),1,3469,POA,2,2021,57
ABS:C21_G02_POA(1.0.0),1,3570,POA,2,2021,49
ABS:C21_G02_POA(1.0.0),1,5252,POA,4,2021,37
ABS:C21_G02_POA(1.0.0),1,6069,POA,5,2021,33
ABS:C21_G02_POA(1.0.0),1,6172,POA,5,2021,36
ABS:C21_G02_POA(1.0.0),1,6398,POA,5,2021,58
ABS:C21_G02_POA(1.0.0),1,6705,POA,5,2021,37
ABS:C21_G02_POA(1.0.0),2,4720,POA,3,2021,1036
ABS:C21_G02_POA(1.0.0),2,5723,POA,4,2021,604
ABS:C21_G02_POA(1.0.0),2,2761,POA,1,2021,846
ABS:C21_G02_POA(1.0.0),2,3273,POA,2,2021,924
ABS:C21_G02_POA(1.0.0),2,2783,POA,1,2021,732
ABS:C21_G02_POA(1.0.0),2,2333,POA,1,2021,761
ABS:C21_G02_POA(1.0.0),2,6485,POA,5,2021,577
ABS:C21_G02_POA(1.0.0),2,2218,POA,1,2021,763
ABS:C21_G02_POA(1.0.0),2,2251,POA,1,2021,763
ABS:C21_G02_POA(1.0.0),2,2312,POA,1,2021,564
ABS:C21_G02_POA(1.0.0),2,3833,POA,2,2021,483
ABS:C21_G02_POA(1.0.0),2,2659,POA,1,2021,616
ABS:C21_G02_POA(1.0.0),2,5355,POA,4,2021,714
ABS:C21_G02_POA(1.0.0),2,6160,POA,5,2021,1021
ABS:C21_G02_POA(1.0.0),2,6396,POA,5,2021,1020
ABS:C21_G02_POA(1.0.0),2,2705,POA,1,2021,763
ABS:C21_G02_POA(1.0.0),2,3357,POA,2,2021,818
ABS:C21_G02_POA(1.0.0),2,5042,POA,4,2021,691
ABS:C21_G02_POA(1.0.0),2,7216,POA,6,2021,491
ABS:C21_G02_POA(1.0.0),2,7304,POA,6,2021,561
ABS:C21_G02_POA(1.0.0),3,5340,POA,4,2021,1695
ABS:C21_G02_POA(1.0.0),3,6271,POA,5,2021,1787
ABS:C21_G02_POA(1.0.0),3,3184,POA,2,2021,3210
ABS:C21_G02_POA(1.0.0),3,2475,POA,1,2021,1125
ABS:C21_G02_POA(1.0.0),3,6158,POA,5,2021,3178
ABS:C21_G02_POA(1.0.0),3,5120,POA,4,2021,2050
ABS:C21_G02_POA(1.0.0),3,2569,POA,1,2021,2407
ABS:C21_G02_POA(1.0.0),3,2086,POA,1,2021,3301
ABS:C21_G02_POA(1.0.0),3,4461,POA,3,2021,1625
ABS:C21_G02_POA(1.0.0),3,3122,POA,2,2021,3279
ABS:C21_G02_POA(1.0.0),3,2153,POA,1,2021,2794
ABS:C21_G02_POA(1.0.0),3,2067,POA,1,2021,2489
ABS:C21_G02_POA(1.0.0),3,0810,POA,7,2021,2455
ABS:C21_G02_POA(1.0.0),3,2505,POA,1,2021,1759
ABS:C21_G02_POA(1.0.0),3,2587,POA,1,2021,1485
ABS:C21_G02_POA(1.0.0),3,0885,POA,7,2021,3718
ABS:C21_G02_POA(1.0.0),3,3640,POA,2,2021,1618
ABS:C21_G02_POA(1.0.0),3,2133,POA,1,2021,2318
ABS:C21_G02_POA(1.0.0),4,4156,POA,3,2021,2902
ABS:C21_G02_POA(1.0.0),4,2842,POA,1,2021,941
ABS:C21_G02_POA(1.0.0),4,4815,POA,3,2021,1486
ABS:C21_G02_POA(1.0.0),4,7467,POA,6,2021,851
ABS:C21_G02_POA(1.0.0),4,6463,POA,5,2021,1687
ABS:C21_G02_POA(1.0.0),4,6038,POA,5,2021,2035
ABS:C21_G02_POA(1.0.0),4,5107,POA,4,2021,1385
ABS:C21_G02_POA(1.0.0),4,6603,POA,5,2021,1320
ABS:C21_G02_POA(1.0.0),4,2900,POA,8,2021,1860
ABS:C21_G02_POA(1.0.0),4,2318,POA,1,2021,1844
ABS:C21_G02_POA(1.0.0),4,3911,POA,2,2021,1834
ABS:C21_G02_POA(1.0.0),4,2822,POA,1,2021,1292
ABS:C21_G02_POA(1.0.0),4,2401,POA,1,2021,1406
ABS:C21_G02_POA(1.0.0),4,6718,POA,5,2021,1074
ABS:C21_G02_POA(1.0.0),4,3039,POA,2,2021,2111
ABS:C21_G02_POA(1.0.0),4,2369,POA,1,2021,890
ABS:C21_G02_POA(1.0.0),4,2739,POA,1,2021,1438
ABS:C21_G02_POA(1.0.0),4,2295,POA,1,2021,1481
ABS:C21_G02_POA(1.0.0),4,5483,POA,4,2021,1416
ABS:C21_G02_POA(1.0.0),4,3433,POA,2,2021,2222
ABS:C21_G02_POA(1.0.0),5,6409,POA,5,2021,563
ABS:C21_G02_POA(1.0.0),5,2612,POA,8,2021,1987
ABS:C21_G02_POA(1.0.0),5,2651,POA,1,2021,1300
ABS:C21_G02_POA(1.0.0),5,5640,POA,4,2021,905
ABS:C21_G02_POA(1.0.0),5,2137,POA,1,2021,3000
ABS:C21_G02_POA(1.0.0),5,7020,POA,6,2021,1725
ABS:C21_G02_POA(1.0.0),5,2116,POA,1,2021,2500
ABS:C21_G02_POA(1.0.0),5,2627,POA,1,2021,1800
ABS:C21_G02_POA(1.0.0),5,3234,POA,2,2021,1733
ABS:C21_G02_POA(1.0.0),5,2191,POA,1,2021,2500
ABS:C21_G02_POA(1.0.0),5,5204,POA,4,2021,1227
ABS:C21_G02_POA(1.0.0),5,3718,POA,2,2021,1733
ABS:C21_G02_POA(1.0.0),5,2211,POA,1,2021,2443
ABS:C21_G02_POA(1.0.0),5,4520,POA,3,2021,2459
ABS:C21_G02_POA(1.0.0),5,7255,POA,6,2021,867
ABS:C21_G02_POA(1.0.0),5,6770,POA,5,2021,1800
ABS:C21_G02_POA(1.0.0),5,4714,POA,3,2021,840
ABS:C21_G02_POA(1.0.0),5,2550,POA,1,2021,1421
ABS:C21_G02_POA(1.0.0),5,3930,POA,2,2021,2600
ABS:C21_G02_POA(1.0.0),5,6356,POA,5,2021,1000
ABS:C21_G02_POA(1.0.0),5,6237,POA,5,2021,1993
ABS:C21_G02_POA(1.0.0),6,6165,POA,5,2021,330
ABS:C21_G02_POA(1.0.0),6,0832,POA,7,2021,420
ABS:C21_G02_POA(1.0.0),6,5276,POA,4,2021,250
ABS:C21_G02_POA(1.0.0),6,2061,POA,1,2021,600
ABS:C21_G02_POA(1.0.0),6,3740,POA,2,2021,380
ABS:C21_G02_POA(1.0.0),6,5010,POA,4,2021,230
ABS:C21_G02_POA(1.0.0),6,6106,POA,5,2021,265
ABS:C21_G02_POA(1.0.0),6,2034,POA,1,2021,615
ABS:C21_G02_POA(1.0.0),6,6762,POA,5,2021,50
ABS:C21_G02_POA(1.0.0),6,2444,POA,1,2021,385
ABS:C21_G02_POA(1.0.0),6,3089,POA,2,2021,430
ABS:C21_G02_POA(1.0.0),6,4425,POA,3,2021,120
ABS:C21_G02_POA(1.0.0),6,6024,POA,5,2021,400
ABS:C21_G02_POA(1.0.0),6,5632,POA,4,2021,163
ABS:C21_G02_POA(1.0.0),6,2469,POA,1,2021,240
ABS:C21_G02_POA(1.0.0),6,4888,POA,3,2021,250
ABS:C21_G02_POA(1.0.0),6,2346,POA,1,2021,260
ABS:C21_G02_POA(1.0.0),6,4287,POA,3,2021,230
